study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,t2w,se,Nmax,k,k.hacked
1779,3.03058039332027e-05,4.20991981210673,1.96472939098769,1.48793907642736,1.79050459590773,2.01098566907689,0.228176179339348,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1780,0.0342445832958334,2.12301073708605,1.96472939098769,0.491670058546527,0.655674083877976,1.10265402083777,0.269757886110274,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1781,0.430886223035868,0.788315998269869,1.96472939098769,0.235966991687821,-0.199654729620557,0.393998745585694,0.2497980234099,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1782,7.75665372614276e-08,5.45414144080194,1.96472939098769,1.48513414946744,2.32952758967223,2.79497391861996,0.262604840384556,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1783,0.0376092355504553,2.08464690230104,1.96472939098769,0.356098759299612,0.43738047133691,1.02558028332294,0.242032851013447,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1784,0.000780555403900022,3.38039621284227,1.96472939098769,0.661898735163276,0.482733191433601,1.66144532135669,0.241566603605551,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1785,0.00115887665888324,3.2677196669819,1.96472939098769,1.33023703873142,1.24209795972362,1.6166804765323,0.244770346969229,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1786,0.00322277537799741,2.95999428120749,1.96472939098769,1.07033273014332,1.17993124308942,1.478534340048,0.249506053892357,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1787,0.136207335305138,1.49247225078856,1.96472939098769,0.656231496685547,-0.0408736152687338,0.767162889941192,0.264218147154526,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1788,0.000794974340812833,3.37524636492096,1.96472939098769,1.73886305472133,2.09524331101621,1.70160951438226,0.254160966906621,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1789,0.00138664223587591,3.21548875033034,1.96472939098769,1.705840981071,1.59292628349322,1.61605951692162,0.25259265233696,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1790,0.0657155046623747,1.84441297950783,1.96472939098769,1.42208953290332,0.669966421743754,0.941674298505885,0.260666424497102,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1791,0.811611390364852,-0.238473983954753,1.96472939098769,1.19567422445315,0.863710606912191,-0.116563668694357,0.238915541436673,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1792,0.724375399894576,0.352815957575641,1.96472939098769,1.14987937280472,1.63781369893449,0.184236359059283,0.272680602777744,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1793,0.0517597289476209,1.9497993295979,1.96472939098769,1.14653276938041,1.55427403306751,0.950694838440003,0.237740098652899,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1794,0.20290863058224,1.27498284915365,1.96472939098769,1.17765374691672,0.989949506687517,0.642954243646747,0.254302979593969,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1795,0.0400141191595325,2.05898470206271,1.96472939098769,1.15970985358642,0.592651178364419,1.00094628145227,0.236328066155913,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1796,0.0294039223050431,2.18431350380257,1.96472939098769,1.2387601273442,1.43518573966073,1.1317055715043,0.268433656125794,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1797,0.000105692064065664,-3.90850458902402,1.96472939098769,-0.252984733344992,-1.34906933692472,-2.0305632744717,0.269905541838822,0.25,500,1,no,TRUE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1798,0.389437542845759,0.861389021465304,1.96472939098769,1.02250412025838,0.595897741391458,0.446733614952329,0.268966753336575,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1799,0.170264167176218,1.37333753281209,1.96472939098769,0.788701692596828,0.888480277954485,0.692680423404886,0.25439656844917,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1800,0.0469753783002247,1.99145690068891,1.96472939098769,0.916934565750592,1.54673204773578,1.02426515696834,0.264534899119401,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1801,0.0750472352308541,1.78390153709312,1.96472939098769,1.72635075639407,1.15803537566779,0.855851656882835,0.230173452579883,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1802,0.721430869369464,0.356748537581146,1.96472939098769,0.906548171809124,0.387081125817001,0.183047863979884,0.263272154663732,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1803,0.639474783626736,0.468719581062951,1.96472939098769,0.395064182473231,0.268432087633874,0.23776747446557,0.257323053288246,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1804,0.0715266486804737,1.80596240440592,1.96472939098769,0.8057852115288,0.795935043065471,0.925526276945024,0.262639532478449,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1805,0.49229935012888,0.687162839349897,1.96472939098769,0.356718008875039,0.89651569559122,0.354313166617524,0.265861378241438,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1806,4.45004186679404e-05,4.11920535774055,1.96472939098769,0.930234141107677,1.65392103573801,2.0592085994781,0.249904340362558,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1807,1.40155282276979e-06,4.88409801772804,1.96472939098769,0.898238521630397,1.30248064086033,2.53055444581136,0.26844951847187,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1808,0.00164347927199056,3.16537191048764,1.96472939098769,0.693483614488639,1.01300192099889,1.63392178654539,0.266448352387426,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1809,1.31244276821241e-05,4.4020583064955,1.96472939098769,2.1245804367905,1.4119140162456,2.17032031767107,0.24307264736618,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1810,6.75192982647323e-05,4.01881453688155,1.96472939098769,1.1956884230745,1.58240923094064,2.05007112980452,0.260220753675477,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1811,0.529291490581531,-0.629528103322697,1.96472939098769,-0.151278972270357,0.0455496672927085,-0.314257206103368,0.249195528390394,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1812,0.16293656647729,1.39732590332904,1.96472939098769,1.18526426173902,0.582568242409535,0.701563775031003,0.252080291660331,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1813,0.0233528071343397,2.27461150920341,1.96472939098769,0.777933062193629,0.757045697961849,1.12105384959109,0.242906135191995,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1814,0.000375533950908562,3.58117980923804,1.96472939098769,1.15877023818735,1.85206052562343,1.74546319274188,0.23755771304047,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1815,0.104954575450018,1.62424693107251,1.96472939098769,0.979751409037016,0.974243131519486,0.815500178240366,0.252083262479448,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1816,0.000121676398609492,3.8732925241771,1.96472939098769,1.48528911411235,1.54487126570825,1.92086266665584,0.245941623960757,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1817,0.112905724317956,1.58806194389428,1.96472939098769,1.26530030638376,1.23151798797271,0.78919819982033,0.246966072319839,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1818,8.69923117571414e-06,4.49393132816027,1.96472939098769,1.83758103857372,1.58212275876477,2.21505420107685,0.242949411775891,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1819,0.00191924240350017,3.11904859817488,1.96472939098769,1.35291581568534,0.652088711011029,1.6024923301345,0.263965783960578,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1820,0.210855300779568,1.2528274001449,1.96472939098769,0.98799956314069,0.855701337274471,0.633604432384519,0.25577254637177,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1821,0.00694515431292188,2.71071407926561,1.96472939098769,1.56195015494391,1.59523431524443,1.33131326746765,0.241208771736665,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1822,0.457793687221745,0.743062222129201,1.96472939098769,0.99676568662621,1.35139621876762,0.380204671760984,0.261808977122732,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1823,0.0770357228042746,1.77181351345613,1.96472939098769,1.05955231947452,1.20447800056369,0.869014196918674,0.24055684745533,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1824,0.00382818628066503,2.90560885766731,1.96472939098769,1.53894698576342,1.9091434088566,1.38923708434585,0.228601162292258,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1825,0.0282391330811075,2.2003561622642,1.96472939098769,0.332658626279616,0.763472337119271,1.13115221035159,0.26427502900242,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1826,0.00169738574955511,3.15577971878939,1.96472939098769,1.04563371960585,1.45191153336152,1.62432264729894,0.264930059829541,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1827,0.510750242351199,0.658142248198987,1.96472939098769,0.675573528278265,0.621311286627178,0.33279094576284,0.255683947680156,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1828,0.571867511633673,0.565677189401384,1.96472939098769,0.864628705375779,0.547776577072197,0.281798671900773,0.248165011673356,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1829,0.947062917637467,0.0664289635909013,1.96472939098769,0.157991623703016,0.18871928599666,0.0344715192630278,0.269281114137153,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1830,0.0238948041584049,2.26574254912211,1.96472939098769,1.4585584560526,1.4596796089959,1.17829748138179,0.270451115933159,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1831,0.0249743314636494,2.24858694458209,1.96472939098769,0.102903734342505,0.741809479868504,1.04757221286847,0.217044392828544,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1832,7.17397974894625e-05,4.00403864940499,1.96472939098769,1.53274439617431,1.52575959904958,1.90903859288698,0.227317512221427,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1833,0.00216731688658027,3.08234842395713,1.96472939098769,1.29937790763598,1.45687986662619,1.46773935340366,0.22674327718191,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1834,6.57373356196042e-07,5.03840538325504,1.96472939098769,2.23790341725308,2.59553070720863,2.54898218527606,0.255945433735287,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1835,0.111303386972183,1.59518769336003,1.96472939098769,0.111778688666703,0.175877881437177,0.763469848777497,0.229065772021001,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1836,0.161680105789613,1.40152061738077,1.96472939098769,0.957562991027546,1.52446223406835,0.713016191412517,0.25882117368342,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1837,0.999558935008901,-0.000553070036669264,1.96472939098769,0.41135413755082,0.493655709548094,-0.000300919361292474,0.29603291490553,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1838,0.579924030926419,0.553858140068051,1.96472939098769,0.873984621703468,0.0940934261534668,0.273575415077101,0.243981584689142,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1839,0.000225245806419482,3.71605233443583,1.96472939098769,1.07515701303767,1.86811772266589,1.85595795904156,0.249443749197476,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1840,0.351935572210884,-0.931712710450076,1.96472939098769,0.766441993449464,0.258282838891981,-0.451544126366168,0.234874762750355,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1841,0.0011633500004238,3.26660545544663,1.96472939098769,1.37463251116726,1.70684055741122,1.61289440423825,0.24379146901139,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1842,0.0191867976257572,2.3495134147845,1.96472939098769,1.49348186935227,1.44182348211465,1.17318157153726,0.24933004005884,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1843,2.2241592969566e-05,4.28179563653366,1.96472939098769,1.44014543002544,2.31263102132088,2.15447469029655,0.253180890266926,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1844,0.0363567958759755,2.09857076274814,1.96472939098769,0.617118939974567,0.541788392731761,1.11707155739361,0.283344477271909,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1845,0.0013943622836007,3.21386149134223,1.96472939098769,1.37133842387946,1.96102985519029,1.5837525071195,0.242840052971013,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1846,0.0227434619517468,2.28479913954315,1.96472939098769,1.10281670373777,1.19639091459022,1.07276536411271,0.22045169041179,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1847,0.00865494046195665,2.63581152648101,1.96472939098769,0.729763426971915,1.01562958661971,1.25362594041693,0.226207622148957,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1848,0.0299682276149633,2.17673772229987,1.96472939098769,0.740727052709611,0.989528510905139,1.08500876351456,0.248458743640705,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1849,0.0277831477289547,2.20679254342,1.96472939098769,1.21218386561105,1.49765351924393,1.08054027574062,0.239750158462835,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1850,0.134746334720276,-1.49807395777722,1.96472939098769,0.0235801511922319,-0.371232402407313,-0.714318958135687,0.227361980820447,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1851,0.816279698625784,-0.232455313720744,1.96472939098769,0.81900021734404,0.441920635866257,-0.121828594365369,0.274675238594175,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1852,0.0103805128178457,2.57264207630144,1.96472939098769,1.14028378909622,1.56836954247715,1.2965780234811,0.254002841853926,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1853,0.203161707696007,1.27426760279701,1.96472939098769,1.06343344488515,0.815996948871173,0.656306168537171,0.265272169339997,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1854,0.671637928572877,-0.42415176271454,1.96472939098769,1.11458118547198,0.730815300963181,-0.209013609212295,0.242832369083021,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1855,0.142503559426448,1.46885011030761,1.96472939098769,0.819028872759323,0.850978345619923,0.735058106578949,0.250431170107802,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1856,0.443870853401634,0.766282017194848,1.96472939098769,0.491449521596357,0.712636422277148,0.3832937643679,0.250199386411794,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1857,0.900725445603401,0.124808468221837,1.96472939098769,1.04390112092232,0.825487476012262,0.063783545161939,0.261173555924353,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1858,7.51117139731759e-06,4.52635578249697,1.96472939098769,1.7612747634731,1.74294487044243,2.4103969262502,0.283582714015565,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1859,0.0044576910748719,2.85681708539817,1.96472939098769,0.502232162905369,0.871189863202235,1.46892157489634,0.26438228402393,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1860,0.732811548371454,-0.341578985893732,1.96472939098769,0.438948688445883,0.437445239583439,-0.178017684559281,0.271608905988689,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1861,0.623873224075787,-0.490673310488531,1.96472939098769,0.123780359468695,-0.394702638647401,-0.225196937997332,0.210639633625146,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1862,0.0598586712237017,1.88612435879567,1.96472939098769,0.617365561602182,0.299441426557729,0.936245249716965,0.246398810320197,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1863,0.0713878284164926,1.80685040455386,1.96472939098769,0.623285899702211,0.686356483717526,0.927813007395907,0.26367959257765,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1864,1.08566597594929e-05,4.44463599826713,1.96472939098769,1.08454794617812,1.93229941281111,2.15886524171492,0.235927556342033,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1865,0.00113501155409829,3.27373217595836,1.96472939098769,1.46368043982028,0.915501413657378,1.70953794169048,0.272691244691199,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1866,0.225938198047251,1.21238640604318,1.96472939098769,0.988623029773188,0.548250504426345,0.605220688092905,0.249198494125592,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1867,0.10852569300465,1.60773519619176,1.96472939098769,1.11595309809504,1.59089446968605,0.814641186010326,0.256746000701584,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1868,0.0512931296638219,1.95371604853607,1.96472939098769,0.491641004923703,1.51384697489236,0.995771235580966,0.259774349356643,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1869,0.0324704072361973,2.1445590571919,1.96472939098769,1.22947774985622,1.64647976669967,1.02118946703654,0.226744432684586,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1870,0.874466960134617,0.158068254522578,1.96472939098769,0.345866596686917,0.332412427274519,0.0805848598676732,0.259906771682561,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1871,0.000159016416959468,3.80562422883182,1.96472939098769,1.61084174458267,1.97162062832387,1.84895679761966,0.236048758435687,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1872,0.0584340257132652,1.89678107146606,1.96472939098769,0.270676926758494,0.840175731612911,0.986158724191977,0.270308204741107,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1873,0.703161590610577,-0.381274858610402,1.96472939098769,0.863102950153921,-0.117920944961196,-0.186930087060975,0.240371004901303,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1874,0.000337212514755282,3.60992970679193,1.96472939098769,1.38218749141077,1.73733421034642,1.78142925957566,0.243522824228865,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1875,4.78079834629992e-06,4.62491161426503,1.96472939098769,1.56807761522898,2.39151024242498,2.31513239672265,0.250579068065422,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1876,0.881848994091145,0.148701825498939,1.96472939098769,1.07110589876221,1.15481384167221,0.0729255979999852,0.24050682109268,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1877,0.000482740921081686,3.51334086220613,1.96472939098769,1.81656127394028,1.43048533662789,1.73940995213277,0.245111296715873,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1878,0.183004767132681,1.33341271843084,1.96472939098769,1.12553556073422,0.307631247030964,0.668635878645067,0.251449147379969,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1879,0.098671320650203,1.65441858160565,1.96472939098769,0.921764423598472,0.835049029998238,0.795301017136773,0.231085277489479,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1880,0.895083129800439,-0.131942278720884,1.96472939098769,1.35881940842329,1.34547068637982,-0.0688741837771455,0.27248648680051,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1881,7.13374697958823e-07,5.02193381555984,1.96472939098769,1.61400376329037,2.37168446864237,2.61178891640703,0.270479390705565,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1882,0.0754383167179389,1.78150361547852,1.96472939098769,0.857693494570045,0.696671723497635,0.853926754775536,0.229756509939209,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1883,0.00696655190122007,2.70967852600451,1.96472939098769,1.31871337557924,1.6882610140349,1.37914396143537,0.25905004092375,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1884,0.0388943127013113,2.07076563166322,1.96472939098769,1.19033686765971,1.45436643839423,1.02932184858618,0.247081645947178,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1885,3.01888390307045e-07,5.19299862540268,1.96472939098769,2.03131272162291,2.87438040591529,2.71967222503148,0.27428162685068,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1886,7.68836568492506e-09,5.87603549118853,1.96472939098769,2.03260611228623,2.17539921589872,2.98680998583518,0.258372548377863,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1887,0.0513463637596613,-1.95326768388457,1.96472939098769,0.139514690883682,0.668817930995683,-0.988151456917271,0.255931357848154,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1888,0.0143392641616882,2.45726119758233,1.96472939098769,0.654260085307326,0.775898437513179,1.22525590012821,0.24862852838039,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1889,0.176874070386367,1.35235574879271,1.96472939098769,1.36526311155545,0.900391266934305,0.688657498316284,0.259313220050079,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1890,8.71730436580604e-05,3.95624084461746,1.96472939098769,1.17769250233701,1.0890915288874,1.88733014494125,0.227578016845725,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1891,0.000481532047494881,3.51402356196189,1.96472939098769,1.56047215679099,1.20738215262484,1.86021640529792,0.280231919691626,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1892,0.00802639954914941,2.6616592741339,1.96472939098769,0.93750537880958,0.763222161960988,1.30797267699732,0.241486259537534,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1893,0.000388839390639985,3.57183861618498,1.96472939098769,1.85238258940041,1.78465089723551,1.8012946995203,0.254323145089532,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1894,0.0249699320830598,2.24865553981029,1.96472939098769,0.792331165345115,1.15792190433176,1.11567428707841,0.246166517482763,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1895,0.218760289731165,1.23138133837102,1.96472939098769,0.649763757149678,1.13922576687708,0.635142057168143,0.266045922742096,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1896,0.228164969118229,1.20658173028375,1.96472939098769,0.522105271349122,0.841913325947504,0.590354129064568,0.239393150440978,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1897,0.00639546699787891,2.73835446559665,1.96472939098769,1.42442791333707,1.4932972687029,1.3740628532454,0.251787327813879,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1898,0.0299303958179502,2.17724174868329,1.96472939098769,0.544191271919893,0.870936706589554,1.05114673524327,0.233084495034125,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1899,0.0545932261759683,1.92663075994361,1.96472939098769,1.17801016968595,1.40646147441528,0.967623189850052,0.252240928529581,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1900,0.229373559916814,1.20344814981085,1.96472939098769,0.692842960491096,1.46321935457956,0.63908982251753,0.282012939798414,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1901,0.000491893279996214,3.50822343908265,1.96472939098769,1.52889365467243,1.42213037591172,1.91623655550751,0.298348425319079,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1902,0.0867557824156589,-1.71614705230058,1.96472939098769,0.719008755405818,0.479754536287939,-0.851038046788712,0.245917228157655,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1903,0.00088229034853394,3.34580159582684,1.96472939098769,1.07482252109943,1.31662997714785,1.59854030310869,0.228268935106395,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1904,0.00547845465442625,2.78964167818334,1.96472939098769,0.606818201694955,1.36525336099611,1.38728733074726,0.24730676382377,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1905,0.36696494316146,-0.902993663147279,1.96472939098769,0.867297724647543,0.43376625352626,-0.460261970233878,0.259800976550427,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1906,0.895868067182671,0.130949455609838,1.96472939098769,0.775229566163951,0.159562002756446,0.0646774599421,0.24394870484407,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1907,0.000156917220005754,3.80900787572625,1.96472939098769,1.40401311312824,1.4330780818202,2.07480179976637,0.296708160324437,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1908,0.814669084112115,0.234530852893463,1.96472939098769,0.786965859456406,0.0255591651508932,0.116208978769213,0.245515775939767,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1909,0.201223909844214,1.27976089834514,1.96472939098769,0.264264779314253,0.349779235043598,0.638999909280324,0.249312423095882,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
1910,0.0184700263345158,2.36381518501619,1.96472939098769,1.3864395437613,1.24037908567436,1.19866969776988,0.257141407469708,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1911,0.0460193847235215,2.00020659828305,1.96472939098769,1.5903593333817,0.84821770682887,0.949587271505965,0.225382430523369,0.25,500,1,no,TRUE,TRUE,1,1,0.25,0.25,0.5,1,10000,0
1912,0.596008213182785,-0.530490029973988,1.96472939098769,0.569722703828386,0.517135043870538,-0.260899213960533,0.241875059356104,0.25,500,1,no,FALSE,FALSE,1,1,0.25,0.25,0.5,1,10000,0
