study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,hack,k,k.hacked
456,0.0478129691847845,2.02991526354679,2.00957523712924,0.821105959941632,0.594269001832256,2.33700398767634,1.32544920361756,1,50,9,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
457,0.00617879670001219,2.86179946657116,2.00957523712924,1.35624670076091,1.56874792346475,2.80896538870602,0.963417163651104,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
458,0.00775086516857065,2.77701889422098,2.00957523712924,1.42348342852763,1.92345590999272,2.71048979012753,0.952659893954013,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
459,0.00488647237433455,2.94811653600262,2.00957523712924,0.530377604271732,0.712863343521819,3.0497153059862,1.07011217537129,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
460,2.03864519233436e-05,4.71526124283161,2.00957523712924,0.98183361831769,1.37280079501064,3.83422883108829,0.66121780337358,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
461,0.00857706556467888,2.73866403925129,2.00957523712924,1.16036286835857,1.61348142769848,2.76230802921044,1.01734134137238,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
462,0.0398840341179294,2.11115879008806,2.00957523712924,0.582628461854587,0.39826646691836,1.88187974291615,0.794587877693764,1,50,15,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
463,0.0186254147609067,2.43397353572967,2.00957523712924,0.738291345737315,0.937095810896727,2.31648563978879,0.905789998083965,1,50,9,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
464,0.0359056475273425,2.15739536435982,2.00957523712924,1.30848737370381,1.09961575881368,1.90798682158711,0.782152178014962,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
465,0.00459995267746371,2.97011917092498,2.00957523712924,1.24014823409145,1.24765800794355,2.7594411193665,0.863166373594691,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
466,0.0319797521644293,2.20766853425422,2.00957523712924,0.949342475107567,0.966670147390962,1.95913156829354,0.787516151798144,1,50,12,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
467,0.0265383184919844,2.28724482796271,2.00957523712924,0.921878853023422,0.436644084473786,2.32007236671403,1.02891086773785,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
468,0.00293757983268772,3.13076395867726,2.00957523712924,1.45284754014438,1.9092678498933,2.67527435235795,0.730190201619003,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
469,0.0369097249103287,2.14531750647977,2.00957523712924,0.805609514060519,0.494698437030347,1.81177324042532,0.713221667257277,1,50,18,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
470,0.00568872131834668,2.89235981081398,2.00957523712924,1.39988793118722,0.950181333325855,2.51563742042774,0.756469558044969,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
471,0.0148852838300663,2.52422567850281,2.00957523712924,1.06814023521135,1.90951190735423,2.60321499783525,1.06356421016899,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
472,0.0057797740472456,2.88650149002406,2.00957523712924,1.15717702058764,1.19314195736398,2.26954706908029,0.618208278327296,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
473,0.028202372628092,2.26148076553561,2.00957523712924,1.18623412481638,1.0964784963998,2.28879324853074,1.0243003728739,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
474,0.0384221789024241,2.12765793245054,2.00957523712924,0.782903989115738,1.23333057746311,2.16532690665197,1.03572230997216,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
475,0.0493858400786335,2.01520812223749,2.00957523712924,0.88384859931225,0.165360922306555,1.7571808702291,0.760314238106368,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
476,0.00817774632467754,2.75675493835064,2.00957523712924,1.09439047667958,1.38547976767054,2.94850440856073,1.14395052111198,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
477,0.0419762265858442,2.08844233297122,2.00957523712924,0.318140169899723,0.630441384667908,1.87863420556379,0.809169445812294,1,50,13,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
478,0.0345953503458306,2.17361131455238,2.00957523712924,1.28351335446306,1.54630205900061,2.02462626573376,0.867612821224279,1,50,10,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
479,0.0141529466529927,2.54427925497047,2.00957523712924,1.34638961627946,1.7159676706321,2.83123814576811,1.23829251624924,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
480,0.035908961403071,2.15735501686379,2.00957523712924,1.22973617403634,1.49900115076378,2.55306875223491,1.4004957085898,1,50,11,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
481,0.0332909327119106,2.19030080630082,2.00957523712924,0.971829517426469,1.24909253811653,2.09784182142843,0.917356097471501,1,50,14,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
482,0.027314325525176,2.27505655051921,2.00957523712924,1.10347492886485,0.967070865983651,2.63653629546516,1.34302196680166,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
483,0.000547611888199105,3.69885673543073,2.00957523712924,1.2502141203255,1.13534109836075,3.59879278067603,0.946626504789936,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
484,0.00665336083599138,2.8342794621188,2.00957523712924,0.625908748717654,0.509944538653138,2.98261891500061,1.10741447494724,1,50,23,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
485,0.0174255059719758,2.46098764364014,2.00957523712924,1.11297098842127,1.47320733301562,2.33106798412683,0.897203611217777,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
486,0.0460704428761533,2.04670648485666,2.00957523712924,0.568184519093529,0.848178352587221,1.74202587445777,0.724432743139442,1,50,9,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
487,0.0272985740997748,2.27530086806122,2.00957523712924,1.43393049916125,1.95115728193479,2.47026943144735,1.17872089798799,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
488,0.0320380345713273,2.2068832950317,2.00957523712924,1.29916054789442,1.31383206081919,1.8754010133281,0.722153562563522,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
489,0.0240580750583143,2.32845252161053,2.00957523712924,1.07522251834688,1.15908229801974,2.38060886144196,1.04530088475995,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
490,0.0121312308404239,2.60498969324094,2.00957523712924,0.817302969179823,1.10805584466222,2.93665165708299,1.27084577452375,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
491,0.0196196726728118,2.41275354569628,2.00957523712924,1.24454378732718,1.89869319521211,2.45675987523758,1.03681076039898,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
492,0.0209059259172367,2.38669363902247,2.00957523712924,0.826466983129103,0.775252196805489,2.46260429138627,1.06462316725549,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
493,0.00409163265223878,3.01250958995423,2.00957523712924,0.798272301235241,1.38294260294318,2.68272804088506,0.793042424994465,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
494,0.0295161219823541,2.2420775726532,2.00957523712924,0.842233750209549,1.3400117462225,2.56240643035199,1.30615513479253,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
495,0.0461485357219634,2.04594227490917,2.00957523712924,1.12356672090714,1.15223396264203,1.82638855638344,0.796892248328758,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
496,0.0196780944794674,2.41153703417697,2.00957523712924,1.16973473787512,1.27477138370304,2.31453318921955,0.921168235486692,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
497,0.00201402814010763,3.26266285764689,2.00957523712924,1.3862677136245,1.47183445959922,3.33733307737827,1.04629634433644,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
498,0.0447819987420848,2.05948032436771,2.00957523712924,0.833954164256197,0.685906702448361,2.13057501794306,1.07023306982932,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
499,0.0372717419284896,2.14103356042335,2.00957523712924,0.70731482420883,0.762005450103873,2.38877084359919,1.24480702180582,1,50,11,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
500,0.0406770608454056,2.10242847882182,2.00957523712924,0.591814393487456,0.881391886323112,2.27859400103395,1.17460389827851,1,50,27,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
501,0.00458517933499485,2.97128801941055,2.00957523712924,1.28050888118105,0.818731711263115,2.47191372142592,0.692113169188707,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
502,0.00830378085776425,2.75095866683386,2.00957523712924,1.65716057245976,1.66147353108758,2.49768356267348,0.824340621166586,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
503,0.0222865852721568,2.36027733492111,2.00957523712924,0.928582057875727,0.379353216230353,2.21065037210791,0.87723116316534,1,50,19,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
504,0.00628403875855238,2.85553134462542,2.00957523712924,1.13621367270806,1.58170175572118,2.68087982125417,0.881415793866318,1,50,9,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
505,0.012519326579779,2.59265365769302,2.00957523712924,0.665176001110402,1.13315217856754,2.47192449124598,0.909036645200255,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
506,0.0154479750604922,2.50941741058259,2.00957523712924,0.958169480703171,1.42810841617781,2.29417315577787,0.835808096447475,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
507,0.0156825386081223,2.50338854205081,2.00957523712924,0.649438179194628,0.719050452240176,2.31608565610247,0.855958508975203,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
508,0.0109258323290218,2.64574730119147,2.00957523712924,1.06676545332095,1.54941976519162,2.27411835099882,0.738804278639235,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
509,0.00685373135735923,2.82320290121805,2.00957523712924,0.713340082908484,0.736596399437293,2.64835504248004,0.879970737521399,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
510,9.56367502810119e-07,5.60144989201664,2.00957523712924,1.66411328529654,1.51475728448319,4.1800559427781,0.556882124422337,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
511,0.0181781562753531,2.44385409103698,2.00957523712924,0.102291931449557,0.32620826163188,2.27060134256981,0.863239360934287,1,50,24,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
512,0.00792358883790353,2.76869857649432,2.00957523712924,0.82996930175538,0.120092227899772,2.57970623549333,0.868138770586633,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
513,0.0195691440509923,2.41380833091935,2.00957523712924,0.875004328638715,1.0337972994708,2.28416623796216,0.895467549486458,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
514,0.00243815608869718,3.19623537725682,2.00957523712924,0.735405935736368,0.823521209729259,2.60195452989989,0.662707517949553,1,50,19,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
515,0.0372297105209291,2.14152906277916,2.00957523712924,1.01135180172918,1.04036951942489,2.19929652040514,1.05467737359491,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
516,0.0160960541634571,2.49295651537619,2.00957523712924,0.787101662403519,0.87135922963954,2.20743297946004,0.784053408322773,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
517,0.0164463128971541,2.48430854782666,2.00957523712924,1.03880044698938,1.09276947994795,2.72683704335996,1.20477876159763,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
518,0.0444195189396192,2.06313155649931,2.00957523712924,1.21938658940078,1.15467055871396,2.17161325128729,1.10792693952993,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
519,0.00534965644589037,2.91497049449609,2.00957523712924,0.651357964865468,0.329236981482634,2.16571007997465,0.551991397423973,1,50,16,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
520,0.0333071078076292,2.19009034941997,2.00957523712924,1.34282886993849,1.25434491420495,1.98234307058224,0.819282297666341,1,50,10,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
521,0.0391313897219882,2.11958609518518,2.00957523712924,1.07367756968681,1.22086860143673,1.92458886048228,0.824468014880397,1,50,13,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
522,0.0435431237819224,2.07206768107251,2.00957523712924,0.377246352815081,0.554313264639464,2.27678388564835,1.20735711037044,1,50,5,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
523,0.0131792878851052,2.57245568993061,2.00957523712924,1.10540202695799,1.12392700329879,2.39235306419469,0.864877782834883,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
524,0.00132595548576621,3.40561957118677,2.00957523712924,1.22557858009191,1.24249658345412,2.98863370779438,0.770110624356638,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
525,0.0218563033073653,2.36834865589139,2.00957523712924,1.10654480036013,1.08702421092778,2.07184136754987,0.765282400387863,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
526,0.0106752232710855,2.65473551176466,2.00957523712924,1.03669418976457,1.22726134541455,2.82851561266852,1.13520590603661,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
527,0.0309419256843113,2.22186733388576,2.00957523712924,0.730593024364906,0.81627778442433,2.24902838371558,1.02459828588029,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
528,0.0151851014509583,2.51627340335674,2.00957523712924,0.95353520822711,1.39335538901162,2.08561860098151,0.686995873793167,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
529,0.0299940538982522,2.23520851586535,2.00957523712924,0.722336415740248,1.11828814035308,2.37299966221877,1.12709173742737,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
530,0.022254919433674,2.36086654608219,2.00957523712924,1.02793278733183,0.626065717689016,2.48025624861615,1.10369793124681,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
531,0.046493447346781,2.04258036664445,2.00957523712924,1.11644676849772,1.17070512082273,2.36436010920885,1.33988936679636,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
532,0.00189961709795217,3.28285296220822,2.00957523712924,1.03016621001588,1.31139594614633,3.20285019955723,0.951854113276694,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
533,0.00180053199980351,3.30129113620943,2.00957523712924,1.15565110674491,1.50959122792455,3.58822356674235,1.18138468568609,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
534,0.0444843997255084,2.06247611802733,2.00957523712924,1.02324242242447,0.785515045489244,1.87234372412191,0.824125404260554,1,50,13,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
535,0.0292144817823327,2.24646381135177,2.00957523712924,0.844793952112594,1.13824518870532,2.35987421003705,1.1035165590941,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
536,0.0280204251973385,2.26423098507078,2.00957523712924,1.24936133817502,1.02880815209191,2.4328003140719,1.15444027055309,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
537,0.000937247653563286,3.52204808001539,2.00957523712924,0.77829728707929,1.38855408141056,2.65898440487247,0.569955592991117,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
538,0.0270885384632755,2.27857073370551,2.00957523712924,0.701261569561093,1.24001902098062,2.52648392443958,1.22944200928332,1,50,20,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
539,0.00567401719802382,2.89331403611147,2.00957523712924,0.885322175151796,0.567964118092515,2.76443401175622,0.912896006830054,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
540,0.00710168353527787,2.80990385467961,2.00957523712924,0.729313000933626,1.31428065296292,3.04758159612514,1.17632618461977,1,50,28,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
541,0.00398172690627933,3.02231988280862,2.00957523712924,0.827199378351136,1.01644980748017,2.90518203136635,0.923986960238985,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
542,0.0186260727374368,2.43395915847629,2.00957523712924,0.675603829795176,0.875172559777001,2.63201674713063,1.16936670326099,1,50,10,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
543,0.00389585724843912,3.03016263372417,2.00957523712924,1.11291820331897,1.78387726561979,2.8988968730724,0.91523718099618,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
544,3.42175805129885e-05,4.56098271702471,2.00957523712924,1.30026448465014,1.15651594250203,3.89777801550156,0.730326989331358,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
545,0.0113551260293962,2.63078027608989,2.00957523712924,0.547745999238207,0.575283753868454,1.95386701682924,0.551595670872935,1,50,52,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
546,0.0342488524391383,2.17798980233678,2.00957523712924,1.38479655011487,1.68598289509311,2.20240915438198,1.02254945858328,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
547,0.020151684917903,2.40179373889537,2.00957523712924,0.877807380951383,1.26706826304791,2.63285411570916,1.20166157745327,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
548,0.023702837104629,2.33466231701865,2.00957523712924,0.691601032202032,0.757948070409998,1.8367494017327,0.618944441378927,1,50,20,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
549,0.0325680310066089,2.19979997956693,2.00957523712924,1.32344029600324,1.5158433855487,1.86506195658203,0.718819979202163,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
550,0.0482185870855984,2.0260829076985,2.00957523712924,1.03427465429788,0.71836166591147,1.85567964359957,0.838864047793919,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
551,0.0368664395100589,2.14583219199754,2.00957523712924,0.725399807231586,0.635503753882386,2.06432175676666,0.92547196411137,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
552,0.000866760314756866,3.54802867024115,2.00957523712924,1.49959817247143,1.68167108249245,3.50394924806318,0.97530707169119,1,50,2,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
553,0.0473380730573634,2.03443813079695,2.00957523712924,1.04705787786208,1.18827507736935,1.89822365914655,0.870574195084985,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
554,0.000898643244036559,3.53603626635027,2.00957523712924,0.730923664042068,1.13950937261736,2.94068867905537,0.691615436738484,1,50,15,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
555,0.03874321414574,2.12398806564251,2.00957523712924,0.647874858220762,1.13541735908168,1.70647632191979,0.645500211510283,1,50,17,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
556,0.0173867479587631,2.46188792674851,2.00957523712924,0.75426079845159,1.92637474226246,2.38382742925014,0.93759021919585,1,50,16,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
557,0.0226725234018608,2.35315577543938,2.00957523712924,0.540114238754176,0.291743633034473,2.09660054743628,0.793834618371258,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
558,0.00433226468931464,2.99186357058283,2.00957523712924,0.964312099017002,1.13568234946065,3.08079256793178,1.06033072084119,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
559,0.013152883781185,2.57324588425132,2.00957523712924,1.1866231442963,1.88749625047374,2.53004319725092,0.96670351758491,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
560,0.00554222324650028,2.90197098281225,2.00957523712924,0.976271172653225,0.938567911416378,2.68482630281607,0.855945783051535,1,50,10,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
561,0.00157488854926196,3.34715076833864,2.00957523712924,1.85981991562951,2.27503970568564,3.42436167507193,1.04666741911249,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
562,0.0470105337132619,2.03758055682298,2.00957523712924,0.789828035977445,0.490155505846034,1.78764124717119,0.769717140854471,1,50,13,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
563,0.01392131538812,2.55081863275882,2.00957523712924,0.78272589366423,0.821148765141438,3.12322689868625,1.49915974217535,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
564,0.00252887085366607,3.18345600314142,2.00957523712924,0.533462570896336,0.904603523704438,2.37367051841486,0.555959514994865,1,50,11,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
565,1.48481221869311e-06,5.47602380843524,2.00957523712924,1.35386212355145,2.09376384243646,4.75549226024844,0.754154458684886,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
566,0.00155855737864678,3.35070761725793,2.00957523712924,0.7187035243937,1.32234769203805,3.75857762472497,1.25827040554393,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
567,0.0337453702806786,2.18442206719328,2.00957523712924,0.726524108792326,0.98523631998691,2.30128506119456,1.1098587905281,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
568,0.0284234733534782,2.25815985774424,2.00957523712924,0.62810473168757,0.636537226409836,2.40544027529421,1.13469669725145,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
569,0.00043111847314723,3.77630774787639,2.00957523712924,0.984789932828313,1.15173590345464,3.58685906797124,0.902181395254902,1,50,3,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
570,0.00506317567658246,2.9351393368964,2.00957523712924,0.746928201966276,0.71975546177268,3.06191534387323,1.08825059288645,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
571,0.0349635101257996,2.16900120336561,2.00957523712924,0.872172039228032,0.652453298826839,1.97790184053358,0.831552901516727,1,50,8,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
572,0.0140401999086841,2.54745004352516,2.00957523712924,1.08718437005585,1.08860698824825,2.26486558468539,0.790448378728203,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
573,0.0138073593446217,2.55407223377238,2.00957523712924,0.904466787860954,1.24138013407673,2.5344051878476,0.984658754060768,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
574,9.09525076935153e-05,4.2648423277133,2.00957523712924,1.0879245304792,1.34450791569786,4.13668679779984,0.940804358904299,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
575,0.0116212925636955,2.62175856490735,2.00957523712924,0.976402875883176,0.878881623792475,2.78560156690962,1.12889254544369,1,50,7,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
576,0.0161714804799296,2.49107992142425,2.00957523712924,0.726544505550825,0.61765752483633,2.33344466653569,0.877444570886238,1,50,6,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
577,0.00990498812736152,2.68362488440371,2.00957523712924,0.953275039137854,1.09335653082391,2.254762344977,0.705923965717521,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
578,0.00807424884221353,2.76157668730271,2.00957523712924,1.26554928018554,1.48293195816273,2.20063113178922,0.635009597739014,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
579,0.0295712324122279,2.24128049282759,2.00957523712924,1.11253674598316,1.07199689002581,2.04135555374028,0.829554430031804,1,50,14,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
580,0.0410148661838054,2.09875473436612,2.00957523712924,1.24951852694856,1.73296769567493,1.73326710779999,0.682036494128515,1,50,1,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
581,0.010258596969337,2.67011515686707,2.00957523712924,0.417339090216664,1.2320396769268,2.70837055609267,1.02885976389622,1,50,4,affirm,TRUE,TRUE,TRUE,1,0.1,50,0.1,1,200,affirm,2000,2000
