V1,meta.name,author.year,meta.study.type,coder,key.title,group,discipline,meta.journal,study.name,study.journal,study.year,point.est,effect.measure,var,se,ci.hi,n,flag.group,flag.discipline,flag.study.year,flag.effect.measure,flag.est,flag.se,flag.var,flag.n,flag.ci.hi,total.flags,SJR,SJR.hand.coded,SJR.topic.cats,SJR.type,hif.thresh,hif,SE,Est,Analysis.Scale,Mhat.to.reproduce,Mhat.hi.to.reproduce,flip,Exposure..with.largest.sub.meta.analysis.,Outcome..with.largest.sub.meta.analysis.,Reported.pooled.estimate,Reported.CI.hi,Data.source,EstF,Pval.One,Pval.Two,signif,affirm,Eta.AllEsts,EtaInv.AllEsts,VarEtaInv.AllEsts,LoEtaInv.AllEsts,HiEtaInv.AllEsts,LogEta.AllEsts,VarLogEta.AllEsts,LoLogEta.AllEsts,HiLogEta.AllEsts,shapiro.pval.AllEsts,n.coders,coders,status,use,randomly.chosen,Eta,EtaInv,VarEtaInv,LoEtaInv,HiEtaInv,LogEta,VarLogEta,LoLogEta,HiLogEta,shapiro.pval,group.pretty,Qi,early.within,small.SE.within,year.rk,n.first.yr,first2,n.first2,X,Sval.Est,Sval.CI,Mhat.Worst,Mhat.Worst.Lo,Mhat.Worst.Hi,Mhat.Worst.Pval,Mhat,Mhat.Lo,Mhat.Hi,Mhat.Pval,Sval.Est.Num,Sval.CI.Num,yi,vi,sei,Zi
2487,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,19,,,0.171666664,z,0.002564103,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0506369726583255,0.171666664,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.171666664,0.000349278716293866,0.000698557432587732,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.125,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.171666664,0.002564103,0.0506369726583255,3.39014469048784
2488,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,22,,,0.576339755,z,0.004524887,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0672672803077395,0.576339755,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.576339755,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.875,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.576339755,0.004524887,0.0672672803077395,8.56790630397597
2489,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,7,,,0.213171347,z,0.0004842615,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0220059423792756,0.213171347,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.213171347,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.208333333333333,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.213171347,0.000484261499999998,0.0220059423792756,9.68699014684129
2490,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,35,,,0.080171325,z,0.006802721,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0824786093481213,0.080171325,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.080171325,0.165518890642479,0.331037781284958,0,FALSE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.0625,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.080171325,0.006802721,0.0824786093481213,0.972025663788985
2491,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,36,,,0.192337169,z,0.005464481,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0739221279455617,0.192337169,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.192337169,0.00463559318367346,0.00927118636734692,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.145833333333333,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.192337169,0.00546448099999999,0.0739221279455617,2.60188896539399
2492,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,10,,,0.576339755,z,0.0003393281,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0184208604576442,0.576339755,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.576339755,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.875,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.576339755,0.0003393281,0.0184208604576442,31.2873416703416
2493,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,11,,,0.080171325,z,0.007042254,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0839181386828855,0.080171325,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.080171325,0.169699969867282,0.339399939734564,0,FALSE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.0625,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.080171325,0.007042254,0.0839181386828855,0.95535156353927
2494,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,28,,,0.576339755,z,0.007352941,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0857492915422629,0.576339755,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.576339755,0.00000000000901057006785777,0.0000000000180211401357155,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.875,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.576339755,0.007352941,0.0857492915422629,6.72121885363848
2495,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,41,,,0.320545409,z,0.0003195909,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0178771054704054,0.320545409,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.320545409,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.375,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.320545409,0.000319590899999999,0.0178771054704054,17.930498286238
2496,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,42,,,0.223656109,z,0.000911577,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0301923334639772,0.223656109,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.223656109,0.0000000000000642819131257966,0.000000000000128563826251593,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.25,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.223656109,0.000911576999999997,0.0301923334639772,7.40771193676854
2497,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,14,,,0.080171325,z,0.0002460025,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0156844668382448,0.080171325,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.080171325,0.000000159796093468501,0.000000319592186937001,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.0625,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.080171325,0.000246002500000001,0.0156844668382448,5.11151101448417
2498,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,4,,,0.549306144,z,0.002427184,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0492664591786339,0.549306144,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.549306144,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.791666666666667,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.549306144,0.002427184,0.0492664591786339,11.1496980533609
2499,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,2,,,0.928727364,z,0.0008503401,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0291605915577857,0.928727364,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.928727364,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,1,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.928727364,0.000850340100000003,0.0291605915577857,31.8487148026335
2500,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,25,,,0.693147181,z,0.001592357,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0399043481340067,0.693147181,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.693147181,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.979166666666667,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.693147181,0.001592357,0.0399043481340067,17.3702168663995
2501,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,33,,,0.151140436,z,0.001144165,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0338255081262647,0.151140436,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.151140436,0.00000394331825670502,0.00000788663651341004,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.104166666666667,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.151140436,0.001144165,0.0338255081262647,4.46823844998334
2502,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,34,,,0.365443754,z,0.004716981,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0686802810128206,0.365443754,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.365443754,0.0000000516158129570954,0.000000103231625914191,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.479166666666667,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.365443754,0.00471698100000001,0.0686802810128206,5.32094144943557
2503,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,23,,,0.234189467,z,0.003125,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0559016994374947,0.234189467,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.234189467,0.0000139902870810449,0.0000279805741620898,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.270833333333333,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.234189467,0.003125,0.0559016994374947,4.18930854261155
2504,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,25,,,0.618381314,z,0.004149378,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0644156657964505,0.618381314,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.618381314,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,0,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.9375,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.618381314,0.004149378,0.0644156657964505,9.59985907704574
2505,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,37,,,0.287682072,z,0.002793296,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0528516414125427,0.287682072,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.287682072,0.0000000261658682498833,0.0000000523317364997666,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.333333333333333,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.287682072,0.002793296,0.0528516414125427,5.44320033042016
2506,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,38,,,0.213171347,z,0.000524659,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0229054360360156,0.213171347,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.213171347,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.208333333333333,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.213171347,0.000524659000000002,0.0229054360360156,9.30658323486258
2507,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,24,,,0.536060337,z,0.003367003,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0580258821561551,0.536060337,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.536060337,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.75,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.536060337,0.003367003,0.0580258821561551,9.23829706814957
2508,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,16,,,0.604155603,z,0.002178649,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0466760002570914,0.604155603,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.604155603,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.895833333333333,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.604155603,0.002178649,0.0466760002570914,12.9436027010093
2509,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,17,,,0.459896681,z,0.0001892148,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0137555370669414,0.459896681,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.459896681,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.708333333333333,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.459896681,0.000189214799999999,0.0137555370669414,33.4335677888773
2510,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,29,,,0.276863823,z,0.00003746301,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00612070339095108,0.276863823,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.276863823,0,0,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.3125,,TRUE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.276863823,0.00003746301,0.00612070339095108,45.2339878794517
2511,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,1,,,0.549306144,z,0.02380952,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.154303337617823,0.549306144,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.549306144,0.000185490273274969,0.000370980546549937,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,1,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.791666666666667,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.549306144,0.0238095199999999,0.154303337617823,3.55991096809919
2512,26305785,Verkuil 2015,All observational,mbm,,plos,soc,,34,,,0.365443754,z,0.004291845,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0655121744410915,0.365443754,z,0.369514686039354,0.4137882753808,FALSE,Workplace bullying,Negative mental health,0.36,0.4,public,0.365443754,0.0000000121470185021622,0.0000000242940370043243,1,TRUE,1.13326828271354,0.882403589029742,0.514922808364958,-0.524029759611479,2.28883693767096,0.125105743701,0.661313818325959,-1.46876056206469,1.71897204946669,0.321778711269442,2,mbm tb,slightly discrepant,TRUE,0,1.84770009444449,0.541213372779876,0.262089384288602,-0.462183645895056,1.54461039145481,0.613941673493594,0.894772014992152,-1.2400350926774,2.46791843966459,0.452614268465712,PLOS One,0.479166666666667,,FALSE,,1,,1,20,Not possible,> 200,0.0936729843507216,-0.066588827110788,0.253934795812231,0.0852070953081925,0.392550923650213,0.333559958104748,0.451541889195677,0.000000000000000222044604925031,Inf,200,0.365443754,0.004291845,0.0655121744410915,5.57825712728566
