"rp","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ntreatment","ncontrol","outcomes1_2","outcome_t1","outcome_c1","outcome_t2","outcome_c2","ml2_ncp_variance"
"ML1","Allowed vs. forbidden","conncoll","USA",1,94,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.3,37,57,"count allow (yes, no) _ count forbid (yes, no)",34,8,3,49,NA
"ML1","Allowed vs. forbidden","csun","USA",0,94,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.54,34,60,"count allow (yes, no) _ count forbid (yes, no)",27,10,7,50,NA
"ML1","Allowed vs. forbidden","help","MYS",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.53,50,52,"count allow (yes, no) _ count forbid (yes, no)",46,7,4,45,NA
"ML1","Allowed vs. forbidden","ithaca","USA",1,89,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.51,33,56,"count allow (yes, no) _ count forbid (yes, no)",30,16,3,40,NA
"ML1","Allowed vs. forbidden","jmu","USA",0,170,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.12,67,103,"count allow (yes, no) _ count forbid (yes, no)",62,18,5,85,NA
"ML1","Allowed vs. forbidden","ku","TUR",0,112,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.07,39,73,"count allow (yes, no) _ count forbid (yes, no)",19,33,20,40,NA
"ML1","Allowed vs. forbidden","laurier","CAN",1,112,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.94,30,82,"count allow (yes, no) _ count forbid (yes, no)",27,36,3,46,NA
"ML1","Allowed vs. forbidden","lse","GBR",1,277,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.69,120,157,"count allow (yes, no) _ count forbid (yes, no)",105,35,15,122,NA
"ML1","Allowed vs. forbidden","luc","USA",1,144,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.18,52,92,"count allow (yes, no) _ count forbid (yes, no)",50,17,2,75,NA
"ML1","Allowed vs. forbidden","mcdaniel","USA",0,98,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.21,39,59,"count allow (yes, no) _ count forbid (yes, no)",38,13,1,46,NA
"ML1","Allowed vs. forbidden","msvu","CAN",1,83,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.91,42,41,"count allow (yes, no) _ count forbid (yes, no)",39,11,3,30,NA
"ML1","Allowed vs. forbidden","mturk","USA",0,999,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.44,446,553,"count allow (yes, no) _ count forbid (yes, no)",414,83,32,470,NA
"ML1","Allowed vs. forbidden","osu","USA",1,107,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.04,45,62,"count allow (yes, no) _ count forbid (yes, no)",42,13,3,49,NA
"ML1","Allowed vs. forbidden","oxy","USA",1,121,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",4.27,61,60,"count allow (yes, no) _ count forbid (yes, no)",60,5,1,55,NA
"ML1","Allowed vs. forbidden","pi","USA",0,1315,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.7,547,768,"count allow (yes, no) _ count forbid (yes, no)",519,100,28,668,NA
"ML1","Allowed vs. forbidden","psu","USA",1,94,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.18,45,49,"count allow (yes, no) _ count forbid (yes, no)",43,12,2,37,NA
"ML1","Allowed vs. forbidden","qccuny","USA",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.43,37,65,"count allow (yes, no) _ count forbid (yes, no)",34,21,3,44,NA
"ML1","Allowed vs. forbidden","qccuny2","USA",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.59,33,51,"count allow (yes, no) _ count forbid (yes, no)",30,14,3,37,NA
"ML1","Allowed vs. forbidden","sdsu","USA",1,160,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.43,68,92,"count allow (yes, no) _ count forbid (yes, no)",65,16,3,76,NA
"ML1","Allowed vs. forbidden","swps","POL",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.45,28,51,"count allow (yes, no) _ count forbid (yes, no)",24,12,4,39,NA
"ML1","Allowed vs. forbidden","swpson","POL",0,168,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.74,72,96,"count allow (yes, no) _ count forbid (yes, no)",63,20,9,76,NA
"ML1","Allowed vs. forbidden","tamu","USA",1,187,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.48,77,110,"count allow (yes, no) _ count forbid (yes, no)",65,26,12,84,NA
"ML1","Allowed vs. forbidden","tamuc","USA",1,87,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.87,39,48,"count allow (yes, no) _ count forbid (yes, no)",35,10,4,38,NA
"ML1","Allowed vs. forbidden","tamuon","USA",0,220,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.71,95,125,"count allow (yes, no) _ count forbid (yes, no)",88,36,7,89,NA
"ML1","Allowed vs. forbidden","tilburg","NLD",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.22,29,50,"count allow (yes, no) _ count forbid (yes, no)",24,14,5,36,NA
"ML1","Allowed vs. forbidden","ufl","USA",1,126,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.29,53,73,"count allow (yes, no) _ count forbid (yes, no)",50,13,3,60,NA
"ML1","Allowed vs. forbidden","unipd","ITA",0,142,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.78,48,94,"count allow (yes, no) _ count forbid (yes, no)",35,32,13,62,NA
"ML1","Allowed vs. forbidden","uva","USA",1,80,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.88,31,49,"count allow (yes, no) _ count forbid (yes, no)",27,8,4,41,NA
"ML1","Allowed vs. forbidden","vcu","USA",1,106,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.58,34,72,"count allow (yes, no) _ count forbid (yes, no)",31,17,3,55,NA
"ML1","Allowed vs. forbidden","wisc","USA",1,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.8,40,56,"count allow (yes, no) _ count forbid (yes, no)",37,14,3,42,NA
"ML1","Allowed vs. forbidden","wku","USA",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.19,46,56,"count allow (yes, no) _ count forbid (yes, no)",43,11,3,45,NA
"ML1","Allowed vs. forbidden","wl","USA",1,90,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",2.35,34,56,"count allow (yes, no) _ count forbid (yes, no)",34,12,0,44,NA
"ML1","Allowed vs. forbidden","wpi","USA",1,87,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",1.39,34,53,"count allow (yes, no) _ count forbid (yes, no)",29,14,5,39,NA
"ML1","Norm of reciprocity","abington","USA",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.12,40,44,"count yes (asked first, second) _ count no (asked first, second)",24,29,16,15,NA
"ML1","Norm of reciprocity","brasilia","BRA",1,120,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.33,64,56,"count yes (asked first, second) _ count no (asked first, second)",42,45,22,11,NA
"ML1","Norm of reciprocity","charles","CZE",1,83,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.36,38,45,"count yes (asked first, second) _ count no (asked first, second)",31,42,7,3,NA
"ML1","Norm of reciprocity","conncoll","USA",1,93,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.11,41,52,"count yes (asked first, second) _ count no (asked first, second)",27,37,14,15,NA
"ML1","Norm of reciprocity","csun","USA",0,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.12,48,48,"count yes (asked first, second) _ count no (asked first, second)",21,24,27,24,NA
"ML1","Norm of reciprocity","help","MYS",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.14,51,51,"count yes (asked first, second) _ count no (asked first, second)",39,42,12,9,NA
"ML1","Norm of reciprocity","ithaca","USA",1,88,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.07,54,34,"count yes (asked first, second) _ count no (asked first, second)",22,15,32,19,NA
"ML1","Norm of reciprocity","jmu","USA",0,172,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.42,90,82,"count yes (asked first, second) _ count no (asked first, second)",43,56,47,26,NA
"ML1","Norm of reciprocity","ku","TUR",0,112,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",-0.07,54,58,"count yes (asked first, second) _ count no (asked first, second)",47,49,7,9,NA
"ML1","Norm of reciprocity","laurier","CAN",1,108,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.3,57,51,"count yes (asked first, second) _ count no (asked first, second)",37,40,20,11,NA
"ML1","Norm of reciprocity","lse","GBR",1,276,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.2,136,140,"count yes (asked first, second) _ count no (asked first, second)",112,125,24,15,NA
"ML1","Norm of reciprocity","luc","USA",1,144,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.31,67,77,"count yes (asked first, second) _ count no (asked first, second)",36,53,31,24,NA
"ML1","Norm of reciprocity","mcdaniel","USA",0,98,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.67,45,53,"count yes (asked first, second) _ count no (asked first, second)",18,38,27,15,NA
"ML1","Norm of reciprocity","msvu","CAN",1,84,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.19,43,41,"count yes (asked first, second) _ count no (asked first, second)",30,32,13,9,NA
"ML1","Norm of reciprocity","mturk","USA",0,997,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.46,495,502,"count yes (asked first, second) _ count no (asked first, second)",312,417,183,85,NA
"ML1","Norm of reciprocity","osu","USA",1,106,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.66,53,53,"count yes (asked first, second) _ count no (asked first, second)",31,46,22,7,NA
"ML1","Norm of reciprocity","oxy","USA",1,121,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.14,63,58,"count yes (asked first, second) _ count no (asked first, second)",51,50,12,8,NA
"ML1","Norm of reciprocity","pi","USA",0,1310,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.22,679,631,"count yes (asked first, second) _ count no (asked first, second)",493,516,186,115,NA
"ML1","Norm of reciprocity","psu","USA",1,95,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.64,51,44,"count yes (asked first, second) _ count no (asked first, second)",19,30,32,14,NA
"ML1","Norm of reciprocity","qccuny","USA",1,102,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.29,63,39,"count yes (asked first, second) _ count no (asked first, second)",28,23,35,16,NA
"ML1","Norm of reciprocity","qccuny2","USA",1,82,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",-0.1,41,41,"count yes (asked first, second) _ count no (asked first, second)",27,25,14,16,NA
"ML1","Norm of reciprocity","sdsu","USA",1,160,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.45,79,81,"count yes (asked first, second) _ count no (asked first, second)",43,61,36,20,NA
"ML1","Norm of reciprocity","swps","POL",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.32,44,35,"count yes (asked first, second) _ count no (asked first, second)",32,30,12,5,NA
"ML1","Norm of reciprocity","swpson","POL",0,167,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.27,92,75,"count yes (asked first, second) _ count no (asked first, second)",78,70,14,5,NA
"ML1","Norm of reciprocity","tamu","USA",1,184,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.58,87,97,"count yes (asked first, second) _ count no (asked first, second)",34,65,53,32,NA
"ML1","Norm of reciprocity","tamuc","USA",1,85,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.11,48,37,"count yes (asked first, second) _ count no (asked first, second)",26,22,22,15,NA
"ML1","Norm of reciprocity","tamuon","USA",0,223,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.3,114,109,"count yes (asked first, second) _ count no (asked first, second)",52,66,62,43,NA
"ML1","Norm of reciprocity","tilburg","NLD",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.4,36,43,"count yes (asked first, second) _ count no (asked first, second)",19,31,17,12,NA
"ML1","Norm of reciprocity","ufl","USA",1,125,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.25,62,63,"count yes (asked first, second) _ count no (asked first, second)",36,44,26,19,NA
"ML1","Norm of reciprocity","unipd","ITA",0,138,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.01,68,70,"count yes (asked first, second) _ count no (asked first, second)",59,61,9,9,NA
"ML1","Norm of reciprocity","uva","USA",1,80,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.27,40,40,"count yes (asked first, second) _ count no (asked first, second)",25,30,15,10,NA
"ML1","Norm of reciprocity","vcu","USA",1,108,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.56,61,47,"count yes (asked first, second) _ count no (asked first, second)",25,32,36,15,NA
"ML1","Norm of reciprocity","wisc","USA",1,96,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.07,55,41,"count yes (asked first, second) _ count no (asked first, second)",37,29,18,12,NA
"ML1","Norm of reciprocity","wku","USA",1,103,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.5,52,51,"count yes (asked first, second) _ count no (asked first, second)",23,35,29,16,NA
"ML1","Norm of reciprocity","wl","USA",1,90,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.04,41,49,"count yes (asked first, second) _ count no (asked first, second)",32,39,9,10,NA
"ML1","Norm of reciprocity","wpi","USA",1,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.13,50,36,"count yes (asked first, second) _ count no (asked first, second)",36,28,14,8,NA
"ML1","Low vs. high category scales","abington","USA",1,79,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.294669897640874,39,40,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",33,29,6,11,NA
"ML1","Low vs. high category scales","brasilia","BRA",1,113,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.956800377288068,50,63,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",50,43,0,20,NA
"ML1","Low vs. high category scales","charles","CZE",1,78,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.543190409867121,40,38,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",40,33,0,5,NA
"ML1","Low vs. high category scales","conncoll","USA",1,86,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.442102415119557,42,44,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",42,40,0,4,NA
"ML1","Low vs. high category scales","csun","USA",0,88,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.53574346230463,42,46,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",38,32,4,14,NA
"ML1","Low vs. high category scales","help","MYS",1,94,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.453854016900016,49,45,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",42,30,7,15,NA
"ML1","Low vs. high category scales","ithaca","USA",1,76,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.394023287822946,41,35,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",39,29,2,6,NA
"ML1","Low vs. high category scales","jmu","USA",0,163,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.436637974497412,72,91,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",72,83,0,8,NA
"ML1","Low vs. high category scales","ku","TUR",0,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",-0.164920289886835,54,43,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",51,42,3,1,NA
"ML1","Low vs. high category scales","laurier","CAN",1,103,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.600194900118832,58,45,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",58,38,0,7,NA
"ML1","Low vs. high category scales","lse","GBR",1,260,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.516516182583996,148,112,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",146,95,2,17,NA
"ML1","Low vs. high category scales","luc","USA",1,126,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.54971908130023,67,59,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",66,49,1,10,NA
"ML1","Low vs. high category scales","mcdaniel","USA",0,87,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.633815165703272,46,41,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",46,34,0,7,NA
"ML1","Low vs. high category scales","msvu","CAN",1,78,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.473551288717035,43,35,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",41,28,2,7,NA
"ML1","Low vs. high category scales","mturk","USA",0,983,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.510200544571759,510,473,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",423,287,87,186,NA
"ML1","Low vs. high category scales","osu","USA",1,99,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.431135491540531,50,49,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",47,39,3,10,NA
"ML1","Low vs. high category scales","oxy","USA",1,101,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.423999877254884,48,53,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",47,46,1,7,NA
"ML1","Low vs. high category scales","pi","USA",0,1261,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.48251178919077,666,595,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",596,421,70,174,NA
"ML1","Low vs. high category scales","psu","USA",1,90,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.419355830470926,45,45,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",44,39,1,6,NA
"ML1","Low vs. high category scales","qccuny","USA",1,100,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.611481681572268,53,47,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",50,34,3,13,NA
"ML1","Low vs. high category scales","qccuny2","USA",1,83,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.577213911676739,39,44,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",38,35,1,9,NA
"ML1","Low vs. high category scales","sdsu","USA",1,154,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.676937284625875,80,74,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",77,54,3,20,NA
"ML1","Low vs. high category scales","swps","POL",1,71,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.986013297183269,35,36,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",35,24,0,12,NA
"ML1","Low vs. high category scales","swpson","POL",0,127,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.312187752205163,67,60,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",64,52,3,8,NA
"ML1","Low vs. high category scales","tamu","USA",1,156,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.345108705649808,83,73,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",81,65,2,8,NA
"ML1","Low vs. high category scales","tamuc","USA",1,78,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.863896702317447,39,39,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",38,26,1,13,NA
"ML1","Low vs. high category scales","tamuon","USA",0,212,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.370377645793602,100,112,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",94,92,6,20,NA
"ML1","Low vs. high category scales","tilburg","NLD",1,80,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.836053780798585,45,35,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",44,24,1,11,NA
"ML1","Low vs. high category scales","ufl","USA",1,118,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.666807479288352,60,58,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",59,45,1,13,NA
"ML1","Low vs. high category scales","unipd","ITA",0,134,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.722175658808839,78,56,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",76,41,2,15,NA
"ML1","Low vs. high category scales","uva","USA",1,67,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.267261241912424,39,28,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",39,27,0,1,NA
"ML1","Low vs. high category scales","vcu","USA",1,99,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.557097419469227,57,42,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",55,33,2,9,NA
"ML1","Low vs. high category scales","wisc","USA",1,91,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.408779136105223,50,41,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",47,33,3,8,NA
"ML1","Low vs. high category scales","wku","USA",1,97,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.737237043098217,51,46,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",47,29,4,17,NA
"ML1","Low vs. high category scales","wl","USA",1,89,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.232495277487639,52,37,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",52,36,0,1,NA
"ML1","Low vs. high category scales","wpi","USA",1,81,"Between","Choice of outcome 1 vs. 2 between groups","Chisquare","d",0.320361637758594,41,40,"count < 2.5 hrs (low, high category) _ count > 2.5 hrs (low, high category)",41,38,0,2,NA
"ML1","Gender math attitude","abington","USA",1,77,"Between","control vs. treatment","Independent samples t-test","d",0.8,53,24,"mean _ SD",0.4541,0.080815108631681,0.46702,0.46225,NA
"ML1","Gender math attitude","brasilia","BRA",1,113,"Between","control vs. treatment","Independent samples t-test","d",0.36,65,48,"mean _ SD",0.5703,0.3998,0.42296,0.51629,NA
"ML1","Gender math attitude","charles","CZE",1,80,"Between","control vs. treatment","Independent samples t-test","d",0.91,58,22,"mean _ SD",0.7351,0.3402,0.41878,0.45266,NA
"ML1","Gender math attitude","conncoll","USA",1,86,"Between","control vs. treatment","Independent samples t-test","d",0.5,57,29,"mean _ SD",0.5776,0.359331715867521,0.46347,0.40935,NA
"ML1","Gender math attitude","csun","USA",0,88,"Between","control vs. treatment","Independent samples t-test","d",0.01,72,16,"mean _ SD",0.323081917518175,0.3138,0.506,0.48786,NA
"ML1","Gender math attitude","help","MYS",1,97,"Between","control vs. treatment","Independent samples t-test","d",0.19,69,28,"mean _ SD",0.341,0.2594,0.43487,0.43969,NA
"ML1","Gender math attitude","ithaca","USA",1,88,"Between","control vs. treatment","Independent samples t-test","d",0.56,71,17,"mean _ SD",0.5599,0.2746,0.45667,0.55742,NA
"ML1","Gender math attitude","jmu","USA",0,167,"Between","control vs. treatment","Independent samples t-test","d",0.8,137,30,"mean _ SD",0.5149,0.1017,0.48893,0.54207,NA
"ML1","Gender math attitude","ku","TUR",0,105,"Between","control vs. treatment","Independent samples t-test","d",0.88,64,41,"mean _ SD",0.5115,0.11,0.49067,0.4199,NA
"ML1","Gender math attitude","laurier","CAN",1,108,"Between","control vs. treatment","Independent samples t-test","d",0.97,59,49,"mean _ SD",0.5804,0.1692,0.4103,0.44007,NA
"ML1","Gender math attitude","lse","GBR",1,267,"Between","control vs. treatment","Independent samples t-test","d",0.77,176,91,"mean _ SD",0.522518316188212,0.1601,0.45267,0.48268,NA
"ML1","Gender math attitude","luc","USA",1,141,"Between","control vs. treatment","Independent samples t-test","d",0.85,121,20,"mean _ SD",0.480480777295041,0.096516818469274,0.45052,0.46039,NA
"ML1","Gender math attitude","mcdaniel","USA",0,91,"Between","control vs. treatment","Independent samples t-test","d",0.61,71,20,"mean _ SD",0.561149339293653,0.2505,0.4578,0.53796,NA
"ML1","Gender math attitude","msvu","CAN",1,61,"Between","control vs. treatment","Independent samples t-test","d",0.37,52,9,"mean _ SD",0.6373,0.4477,0.47858,0.54227,NA
"ML1","Gender math attitude","mturk","USA",0,894,"Between","control vs. treatment","Independent samples t-test","d",0.55,484,410,"mean _ SD",0.5855,0.3324,0.4534,0.46825,NA
"ML1","Gender math attitude","osu","USA",1,90,"Between","control vs. treatment","Independent samples t-test","d",0.61,60,30,"mean _ SD",0.3706,0.1155,0.42009,0.41391,NA
"ML1","Gender math attitude","oxy","USA",1,117,"Between","control vs. treatment","Independent samples t-test","d",0.61,85,32,"mean _ SD",0.5843,0.2648,0.51431,0.52889,NA
"ML1","Gender math attitude","pi","USA",0,1236,"Between","control vs. treatment","Independent samples t-test","d",0.62,809,427,"mean _ SD",0.6133,0.3221,0.4393,0.49878,NA
"ML1","Gender math attitude","psu","USA",1,89,"Between","control vs. treatment","Independent samples t-test","d",0.58,74,15,"mean _ SD",0.4634,0.1792,0.5121,0.46197,NA
"ML1","Gender math attitude","qccuny","USA",1,93,"Between","control vs. treatment","Independent samples t-test","d",0.3,74,19,"mean _ SD",0.352510888957218,0.1957,0.48612,0.56615,NA
"ML1","Gender math attitude","sdsu","USA",1,155,"Between","control vs. treatment","Independent samples t-test","d",0.47,117,38,"mean _ SD",0.468997426138379,0.2236,0.54754,0.48509,NA
"ML1","Gender math attitude","swps","POL",1,76,"Between","control vs. treatment","Independent samples t-test","d",0.41,51,25,"mean _ SD",0.5143,0.366316114073169,0.33057,0.39446,NA
"ML1","Gender math attitude","swpson","POL",0,165,"Between","control vs. treatment","Independent samples t-test","d",0.57,112,53,"mean _ SD",0.508011653736065,0.238366822343184,0.43339,0.51466,NA
"ML1","Gender math attitude","tamu","USA",1,179,"Between","control vs. treatment","Independent samples t-test","d",0.4,121,58,"mean _ SD",0.4202,0.2361,0.46469,0.45156,NA
"ML1","Gender math attitude","tamuc","USA",1,84,"Between","control vs. treatment","Independent samples t-test","d",0.66,69,15,"mean _ SD",0.5589,0.2778,0.42347,0.43357,NA
"ML1","Gender math attitude","tamuon","USA",0,208,"Between","control vs. treatment","Independent samples t-test","d",0.12,163,45,"mean _ SD",0.2855,0.2228,0.52236,0.5552,NA
"ML1","Gender math attitude","tilburg","NLD",1,78,"Between","control vs. treatment","Independent samples t-test","d",0.11,58,20,"mean _ SD",0.4856,0.4287,0.54784,0.48426,NA
"ML1","Gender math attitude","ufl","USA",1,125,"Between","control vs. treatment","Independent samples t-test","d",0.7,94,31,"mean _ SD",0.4189,0.031191356028753,0.55481,0.54673,NA
"ML1","Gender math attitude","unipd","ITA",0,134,"Between","control vs. treatment","Independent samples t-test","d",0.76,86,48,"mean _ SD",0.4672,0.11325861356907,0.4759,0.46078,NA
"ML1","Gender math attitude","uva","USA",1,81,"Between","control vs. treatment","Independent samples t-test","d",1.1,57,24,"mean _ SD",0.6234,0.099233176153454,0.43177,0.52187,NA
