study,pval,tstat,tcrit,mui,muin,yi,vi,viTrue,m,N,hack,rhoEmp,covEmp,signif,affirm,Di,sei
169,0.623117931874496,0.491742068092781,1.96472939098769,-0.194403815331519,-0.0515604815250417,0.238561333619787,0.235356057835789,0.25,500,1,no,,,FALSE,FALSE,1,0.48513509235654
170,0.62379935035742,-0.490777818889849,1.96472939098769,0.218941687391762,0.827549831275283,-0.258977975953193,0.27845550757149,0.25,500,1,no,,,FALSE,FALSE,1,0.527688835935999
171,0.373388887770306,0.890943433457361,1.96472939098769,0.592922175483585,0.674111738806742,0.420026728604685,0.222256050707895,0.25,500,1,no,,,FALSE,FALSE,1,0.471440399953053
173,0.0522755565966701,-1.94550371512547,1.96472939098769,-0.302760630436616,-1.05500461484175,-1.00623868948121,0.267508689987474,0.25,500,1,no,,,FALSE,FALSE,1,0.517212422499183
174,0.886204164163376,-0.143182101255788,1.96472939098769,0.381785940227745,0.742461836893332,-0.0752224568617149,0.276005390886838,0.25,500,1,no,,,FALSE,FALSE,1,0.525362152126357
175,0.196509749735158,-1.2932882964402,1.96472939098769,0.0147320671990391,-0.326450832722212,-0.661937253960842,0.261964808174097,0.25,500,1,no,,,FALSE,FALSE,1,0.511824978067794
176,0.0907730223722596,1.69461172799673,1.96472939098769,0.330102143259372,0.374131786615335,0.807853434422317,0.227260907099228,0.25,500,1,no,,,FALSE,FALSE,1,0.47671889735905
177,0.149869892367517,1.44221206058619,1.96472939098769,0.693756887333464,0.873065919466416,0.706600593838462,0.24004338924149,0.25,500,1,no,,,FALSE,FALSE,1,0.489942230514466
178,0.762561942727505,-0.302283455270611,1.96472939098769,0.139142676330921,-0.717603957794684,-0.158424134039186,0.274671708066221,0.25,500,1,no,,,FALSE,FALSE,1,0.524091316533885
179,0.0951524667634669,1.67199356955052,1.96472939098769,1.36663729415304,1.0954433154234,0.828547771423194,0.245564679867029,0.25,500,1,no,,,FALSE,FALSE,1,0.495544831339233
180,0.00327771731860981,-2.95468981620775,1.96472939098769,-0.342560534736734,-0.653696474069817,-1.50286669676519,0.258712332046025,0.25,500,1,no,,,TRUE,FALSE,1,0.508637721807993
181,0.801529035548969,0.251502673742838,1.96472939098769,0.267662929990726,0.0360747086920856,0.124398167244477,0.244648609115413,0.25,500,1,no,,,FALSE,FALSE,1,0.494619661068394
183,0.66654362137601,0.431152583243922,1.96472939098769,0.140204908923954,0.613096824696592,0.219932853123212,0.260206554125233,0.25,500,1,no,,,FALSE,FALSE,1,0.510104454131929
184,0.279074401128127,1.08357987978677,1.96472939098769,0.273528612119426,0.599547185818405,0.54322411897654,0.251325308200021,0.25,500,1,no,,,FALSE,FALSE,1,0.501323556398481
185,0.443291084852266,-0.767257863534419,1.96472939098769,0.563910116184792,-0.273800916361264,-0.37374145797905,0.23727930116455,0.25,500,1,no,,,FALSE,FALSE,1,0.487113232384987
186,0.250640117356408,1.15013267849605,1.96472939098769,-0.0191565042076548,0.284116390894202,0.577130880529107,0.251798268379564,0.25,500,1,no,,,FALSE,FALSE,1,0.501795046188744
187,0.176958155852079,-1.35209264751216,1.96472939098769,-0.493557228478035,-0.81494980480853,-0.665330120797849,0.242137173303819,0.25,500,1,no,,,FALSE,FALSE,1,0.492074357494697
188,0.895066472456455,-0.131963349066279,1.96472939098769,-0.0261435594727588,-0.229392804366797,-0.0672131051010404,0.25941868940928,0.25,500,1,no,,,FALSE,FALSE,1,0.509331610455585
189,0.208657437312909,1.25889342869008,1.96472939098769,0.144630675503979,-0.262503061171119,0.613108467129581,0.237190174470017,0.25,500,1,no,,,FALSE,FALSE,1,0.487021739217067
190,0.51954224854697,-0.644507975064789,1.96472939098769,0.488399043421154,-0.186118728892256,-0.316132020368455,0.240591556868136,0.25,500,1,no,,,FALSE,FALSE,1,0.490501332177738
191,0.0601205104555133,1.88418874258843,1.96472939098769,0.11391406997556,-0.125822425954133,0.989901273662731,0.276016444159148,0.25,500,1,no,,,FALSE,FALSE,1,0.525372671690438
192,0.453120566194459,0.75081057663804,1.96472939098769,-0.147024711064934,0.559915460149834,0.388886974838541,0.268278599791226,0.25,500,1,no,,,FALSE,FALSE,1,0.517956175550815
193,0.137276104378893,-1.48840381812126,1.96472939098769,0.178802363832597,-0.125380273717377,-0.75348043884215,0.256272740571324,0.25,500,1,no,,,FALSE,FALSE,1,0.506233879319949
195,0.43064481137617,0.788729271537662,1.96472939098769,0.432598391621959,0.00367155184405082,0.402561477025364,0.260500468209194,0.25,500,1,no,,,FALSE,FALSE,1,0.510392464882852
196,0.369885984581053,-0.89749812331872,1.96472939098769,-0.435315925395645,-0.400015913363939,-0.469982175686875,0.274217821654792,0.25,500,1,no,,,FALSE,FALSE,1,0.523658115238169
197,0.412322113952913,0.820501387428673,1.96472939098769,-0.0577509607865881,0.411915483488371,0.407928549225779,0.247177856735195,0.25,500,1,no,,,FALSE,FALSE,1,0.497169846969016
199,0.677044178895716,-0.416744952722984,1.96472939098769,-0.240642958589633,-0.639511060902815,-0.202562676336805,0.236253447962058,0.25,500,1,no,,,FALSE,FALSE,1,0.486059099248289
200,0.288085974896398,1.06346392788469,1.96472939098769,-0.0350455928664084,0.503837510248273,0.490857238815455,0.213041824702394,0.25,500,1,no,,,FALSE,FALSE,1,0.461564540126724
201,0.276573857886865,1.08923990166772,1.96472939098769,0.792449354014454,0.265403262096422,0.539279165754107,0.245120819558147,0.25,500,1,no,,,FALSE,FALSE,1,0.49509677797189
202,0.611041723447822,-0.508907897599288,1.96472939098769,-0.422995667576601,-0.0928628341799922,-0.262747201145767,0.266561740701015,0.25,500,1,no,,,FALSE,FALSE,1,0.516296175369346
203,0.00892266518051068,-2.62531010874949,1.96472939098769,-0.678088976024331,-1.56340746261556,-1.21907237043291,0.215624326083443,0.25,500,1,no,,,TRUE,FALSE,1,0.464353664875646
204,0.66874016330754,-0.428131423057619,1.96472939098769,-0.164632117926532,-0.210618913710047,-0.217045426257007,0.257008252196621,0.25,500,1,no,,,FALSE,FALSE,1,0.506959813196886
206,0.928929695785113,-0.0892365833187981,1.96472939098769,0.674700309605708,-0.30826232770654,-0.0436132337894974,0.238864005980262,0.25,500,1,no,,,FALSE,FALSE,1,0.488737154286701
208,0.00828998064606025,-2.6506062486307,1.96472939098769,-0.0485734228655795,-0.50707805911381,-1.28600796170656,0.235394808091401,0.25,500,1,no,,,TRUE,FALSE,1,0.485175028305663
209,0.443710180898731,0.766552382402775,1.96472939098769,0.219647593103881,0.443161668005698,0.37529094729625,0.239691427363413,0.25,500,1,no,,,FALSE,FALSE,1,0.489582911633374
210,0.476377596904911,-0.712678885646878,1.96472939098769,0.335914810827777,0.108852887191214,-0.342232544049143,0.230597623322985,0.25,500,1,no,,,FALSE,FALSE,1,0.480205813503944
211,0.982900052033967,0.0214439931582031,1.96472939098769,0.213015456418134,0.600923515441321,0.0104697038238894,0.23837322508081,0.25,500,1,no,,,FALSE,FALSE,1,0.488234805273866
212,0.207131791966475,1.26313151701714,1.96472939098769,-0.039502465092113,0.18903296932551,0.620748681463528,0.241509638768568,0.25,500,1,no,,,FALSE,FALSE,1,0.491436301842434
213,0.000383992257846242,-3.57520639131099,1.96472939098769,-0.340234506505779,-1.14729737557516,-1.68691817388186,0.22263108257024,0.25,500,1,no,,,TRUE,FALSE,1,0.47183798339074
214,0.098213547485075,-1.65667621706725,1.96472939098769,0.342375653474906,0.33212569906406,-0.852623010912472,0.264873691009679,0.25,500,1,no,,,FALSE,FALSE,1,0.514658810290545
215,0.233674600186537,-1.19239120285104,1.96472939098769,-0.32079805364733,-0.173407128787646,-0.606323425777013,0.258565852485178,0.25,500,1,no,,,FALSE,FALSE,1,0.508493709386043
216,0.0836390664220097,-1.73341826511777,1.96472939098769,0.550535592274206,-0.298107300234355,-0.779158301775018,0.202043399808632,0.25,500,1,no,,,FALSE,FALSE,1,0.449492380145239
217,0.113834604738542,-1.58396765846312,1.96472939098769,0.0510665506642399,-0.0988602576920578,-0.830822026224719,0.275120773427739,0.25,500,1,no,,,FALSE,FALSE,1,0.52451956438987
219,0.258744673643848,-1.1306521214342,1.96472939098769,-0.380263121678864,-0.543698382939817,-0.566096368125293,0.250681758960171,0.25,500,1,no,,,FALSE,FALSE,1,0.50068129479757
221,0.703875569996162,0.380312118924768,1.96472939098769,-0.801471096696262,0.155409008743301,0.197468751464272,0.269597854092361,0.25,500,1,no,,,FALSE,FALSE,1,0.519228132993929
222,0.312554024693098,1.01090039633237,1.96472939098769,-0.158986766943075,0.272505565880662,0.49987703331993,0.24451732374688,0.25,500,1,no,,,FALSE,FALSE,1,0.494486929803892
223,0.119816711333114,-1.55821309402163,1.96472939098769,-0.91348142439479,-1.70072629452403,-0.758533206176408,0.236971160909772,0.25,500,1,no,,,FALSE,FALSE,1,0.486796837407323
224,0.619621884716772,0.496696424183755,1.96472939098769,-0.296416033051521,-0.0477082256878419,0.260411459426992,0.274876818851312,0.25,500,1,no,,,FALSE,FALSE,1,0.524286962312923
225,0.619669700210314,0.496628581230245,1.96472939098769,-0.42574965971984,-0.104462350674538,0.242834956737444,0.239088666555568,0.25,500,1,no,,,FALSE,FALSE,1,0.488966938100694
227,0.200674986766467,1.28132402174854,1.96472939098769,-0.0118019361874274,0.65867568671391,0.643562854624583,0.252269067811153,0.25,500,1,no,,,FALSE,FALSE,1,0.502263942376071
228,0.546207578771955,-0.60386535674899,1.96472939098769,-0.444854600396677,-0.172761563413444,-0.294062348528577,0.237136612887829,0.25,500,1,no,,,FALSE,FALSE,1,0.486966747209529
229,0.0203265090761956,-2.32770916327554,1.96472939098769,-0.174409214402508,-1.27263439986776,-1.1980011529354,0.264884801124623,0.25,500,1,no,,,TRUE,FALSE,1,0.514669603847578
230,0.0763610872551379,1.77588571127602,1.96472939098769,0.276336979165666,0.867599150265811,0.872906802196374,0.241604895392417,0.25,500,1,no,,,FALSE,FALSE,1,0.491533208839868
231,0.0818176455707923,-1.74375498445483,1.96472939098769,-0.310349599719118,-0.204839777245561,-0.900391721072271,0.266619593608643,0.25,500,1,no,,,FALSE,FALSE,1,0.516352199190284
232,0.859527720465354,-0.17706685781963,1.96472939098769,-0.203829325351668,-1.14731327745394,-0.0887324947319809,0.251125504922716,0.25,500,1,no,,,FALSE,FALSE,1,0.501124241004879
233,0.703715074707028,0.380528502198575,1.96472939098769,0.147439863933215,-0.145162102185427,0.199512825958737,0.274895263496708,0.25,500,1,no,,,FALSE,FALSE,1,0.524304552237254
234,0.0598462435450726,1.88621640391283,1.96472939098769,-0.129168735226835,0.0340722775915608,0.974374990676461,0.266851237902852,0.25,500,1,no,,,FALSE,FALSE,1,0.516576458912765
235,0.724617280630815,0.352493156390771,1.96472939098769,0.776591676684325,0.212378895597695,0.163867226377327,0.216113962598502,0.25,500,1,no,,,FALSE,FALSE,1,0.464880589612539
236,0.371074319232096,-0.895270179959831,1.96472939098769,-0.308236010519042,-0.44396018475537,-0.461914046703413,0.266203707881878,0.25,500,1,no,,,FALSE,FALSE,1,0.515949326854758
237,0.218424864182151,-1.23227987060619,1.96472939098769,-0.160663691554016,-0.306924745579104,-0.638944872216105,0.268848779726077,0.25,500,1,no,,,FALSE,FALSE,1,0.518506296708225
238,0.431613013887417,-0.78707261561112,1.96472939098769,-0.0642433780029492,-0.446201767249631,-0.398747970071621,0.256665422716065,0.25,500,1,no,,,FALSE,FALSE,1,0.506621577428425
239,0.328822463294083,0.977445104026009,1.96472939098769,0.659791068767565,0.88128752049938,0.482043116360545,0.243213131601348,0.25,500,1,no,,,FALSE,FALSE,1,0.493166433976754
240,0.148334780591112,-1.44767910344044,1.96472939098769,-1.26746107879931,-1.16171898038831,-0.693183258285783,0.229272263725153,0.25,500,1,no,,,FALSE,FALSE,1,0.478823833706252
241,0.854666409585969,-0.183262608577179,1.96472939098769,-0.0422018597987741,-0.28773358279441,-0.0900347276818508,0.241363937757429,0.25,500,1,no,,,FALSE,FALSE,1,0.491288039501705
242,0.979540529532178,-0.0256578141061587,1.96472939098769,0.0253950680460952,-0.0388368235326824,-0.0132392278053521,0.266247783846113,0.25,500,1,no,,,FALSE,FALSE,1,0.515992038549155
244,0.0185438745901602,-2.3623194016188,1.96472939098769,0.033218492840317,-0.410858416285094,-1.19376463549152,0.255364301060134,0.25,500,1,no,,,TRUE,FALSE,1,0.505335829978573
245,0.616342712631151,0.501354561432777,1.96472939098769,0.327729884797273,0.299744136529284,0.250484509503377,0.249615647074635,0.25,500,1,no,,,FALSE,FALSE,1,0.499615499233796
246,0.58082677516444,-0.55253864349503,1.96472939098769,0.0899712589587792,0.173412735896013,-0.273631422714237,0.245248648480208,0.25,500,1,no,,,FALSE,FALSE,1,0.495225856029558
247,0.919742003570367,0.100809717430084,1.96472939098769,0.362035888342324,0.468143332793327,0.0491296290528575,0.237510150739088,0.25,500,1,no,,,FALSE,FALSE,1,0.487350131567735
249,0.460382835136646,-0.738788412635613,1.96472939098769,-0.00662569266034763,0.196489443128127,-0.375081396385994,0.257757254898971,0.25,500,1,no,,,FALSE,FALSE,1,0.507697995760246
250,0.931652776319716,0.0858088664973487,1.96472939098769,0.219617771594677,0.0742488959667765,0.0450302712367359,0.275387862740493,0.25,500,1,no,,,FALSE,FALSE,1,0.524774106392925
251,0.937513712758585,0.0784347010936928,1.96472939098769,-0.749079684307829,-0.387675899779198,0.0400683267430932,0.260967197409206,0.25,500,1,no,,,FALSE,FALSE,1,0.510849486061409
253,0.00538321545153586,-2.79540557614491,1.96472939098769,-1.06673127031707,-1.99993791626507,-1.36852487652626,0.239671138133478,0.25,500,1,no,,,TRUE,FALSE,1,0.489562190261338
254,0.901702574802174,0.123573700257601,1.96472939098769,-0.902468229443043,-0.726034402776457,0.0606462585255428,0.240855142463207,0.25,500,1,no,,,FALSE,FALSE,1,0.49076994861463
255,0.948329229226407,-0.0648376512516625,1.96472939098769,-0.219786124355976,0.120203593512575,-0.0319104341783968,0.242220490025866,0.25,500,1,no,,,FALSE,FALSE,1,0.492159008884187
257,0.272072349000318,1.09951802728338,1.96472939098769,0.651125881467314,0.790750762821805,0.552493279324995,0.252492969781333,0.25,500,1,no,,,FALSE,FALSE,1,0.502486785678324
258,0.912778913252516,0.109589603537233,1.96472939098769,-1.26922375556831,-0.801292074035639,0.0524789421033302,0.229314455125004,0.25,500,1,no,,,FALSE,FALSE,1,0.478867889010116
259,0.0112438475407856,-2.54449266661339,1.96472939098769,-0.0600214107888756,-0.276978886113523,-1.21615516869907,0.228441799586736,0.25,500,1,no,,,TRUE,FALSE,1,0.477955855269852
260,0.861691258656544,0.174311626508328,1.96472939098769,-0.33108964295309,-0.826946050816203,0.0874053475920899,0.251433590872321,0.25,500,1,no,,,FALSE,FALSE,1,0.50143154156108
261,0.958182372862602,0.0524609893475743,1.96472939098769,0.12240546860924,0.135883666522509,0.0261952715733566,0.249329035697825,0.25,500,1,no,,,FALSE,FALSE,1,0.499328584899588
262,0.913806898774209,-0.108292881688274,1.96472939098769,-0.325759937405552,-0.492797288856005,-0.054891172764994,0.256924309731006,0.25,500,1,no,,,FALSE,FALSE,1,0.506877016376759
263,0.00796805276792958,-2.66414998887759,1.96472939098769,-0.144109595249988,-1.44370555436709,-1.40116272219409,0.276604859593764,0.25,500,1,no,,,TRUE,FALSE,1,0.525932371692182
264,0.747200758846457,0.322510904664794,1.96472939098769,0.154276971440951,-0.0239037277452515,0.160532919312743,0.247764682396853,0.25,500,1,no,,,FALSE,FALSE,1,0.497759663288271
266,0.592008663210701,0.536273290604161,1.96472939098769,0.075179219156883,0.464409639939063,0.261689011015941,0.238121515197392,0.25,500,1,no,,,FALSE,FALSE,1,0.487976961748598
267,0.549495245050883,0.59892416980841,1.96472939098769,0.162977271628736,-0.0651959807223626,0.297935127089574,0.247456998880962,0.25,500,1,no,,,FALSE,FALSE,1,0.497450498925232
268,0.354546153548383,0.9266694399057,1.96472939098769,-0.0874819575833412,0.263281505136323,0.494922451903768,0.285249327882765,0.25,500,1,no,,,FALSE,FALSE,1,0.53408737850914
269,0.918103421212491,0.102875109886533,1.96472939098769,0.0156421144130842,0.0191751596368404,0.0549234712013316,0.285033122226133,0.25,500,1,no,,,FALSE,FALSE,1,0.533884933507336
270,0.470663852427491,0.721949235836577,1.96472939098769,0.37443766801281,0.483490890024211,0.361627795638897,0.250905560454123,0.25,500,1,no,,,FALSE,FALSE,1,0.500904741896225
272,0.0245708240194056,-2.25492255585074,1.96472939098769,0.0804521340028684,-0.946894935072064,-1.08762684978207,0.232646529790762,0.25,500,1,no,,,TRUE,FALSE,1,0.482334458431866
275,0.677385919230681,0.416277525769771,1.96472939098769,0.59606762815464,0.854967695552135,0.201343921957346,0.233943573078628,0.25,500,1,no,,,FALSE,FALSE,1,0.483677137229606
276,0.577611153239431,0.557243177308201,1.96472939098769,-0.0229563439943884,0.196991903214252,0.289717089423067,0.270307880584944,0.25,500,1,no,,,FALSE,FALSE,1,0.519911416094072
277,0.525237304498788,-0.635740065807684,1.96472939098769,0.101111949089394,0.409596519235389,-0.325643602184972,0.262377104617673,0.25,500,1,no,,,FALSE,FALSE,1,0.512227590644699
278,0.0135147734102228,-2.47872418267709,1.96472939098769,-0.119752074398554,-0.929894678698351,-1.28833366070225,0.270147094002827,0.25,500,1,no,,,TRUE,FALSE,1,0.519756764268468
279,0.324978170854964,0.985251193120636,1.96472939098769,0.32675483942684,-0.068610443829549,0.499080262226714,0.256594208760481,0.25,500,1,no,,,FALSE,FALSE,1,0.506551289368097
280,0.59399252605195,-0.533402435856514,1.96472939098769,-0.462391378978041,-0.81208584551511,-0.273998056600907,0.263866936987016,0.25,500,1,no,,,FALSE,FALSE,1,0.513679800057405
281,0.390908059008464,-0.85871864629578,1.96472939098769,0.267564129784344,0.249289653470464,-0.443416592247424,0.266638030850593,0.25,500,1,no,,,FALSE,FALSE,1,0.516370052240244
282,0.00641800323753423,-2.73717985981918,1.96472939098769,-0.22577018931112,-0.863734074050047,-1.35886924185231,0.246461260504489,0.25,500,1,no,,,TRUE,FALSE,1,0.496448648406347
283,0.767856854903498,0.295340202949115,1.96472939098769,0.0492907127174236,-0.29034055395129,0.145880349124475,0.243976754639858,0.25,500,1,no,,,FALSE,FALSE,1,0.493940031420676
284,0.458402899112701,0.742055398945512,1.96472939098769,0.626289292923276,0.126998014805491,0.368918805354423,0.247166113578723,0.25,500,1,no,,,FALSE,FALSE,1,0.497158036824029
285,0.638026378541645,0.470748041465224,1.96472939098769,-0.397355712816469,0.292063033090303,0.238785315208839,0.257299052264018,0.25,500,1,no,,,FALSE,FALSE,1,0.50724653992316
286,0.646218063246407,0.459300976953718,1.96472939098769,0.419407857013163,0.246414906394859,0.235499993255994,0.262897865294279,0.25,500,1,no,,,FALSE,FALSE,1,0.51273566805351
287,0.0259131705778548,-2.23418305105958,1.96472939098769,-0.668306152080819,-1.55673969482637,-1.08937186398707,0.237746867116468,0.25,500,1,no,,,TRUE,FALSE,1,0.487592931774516
288,0.459548120566402,0.740164766231875,1.96472939098769,0.119803568492167,0.330421855311364,0.37884564637572,0.261979787875035,0.25,500,1,no,,,FALSE,FALSE,1,0.511839611475152
289,0.526222906208057,-0.634227641069869,1.96472939098769,0.147760465906245,-0.49690257030656,-0.323320046987726,0.259881242942405,0.25,500,1,no,,,FALSE,FALSE,1,0.509785487182996
290,0.811841383138236,-0.238177262127614,1.96472939098769,-0.228250497488667,-0.33248665308492,-0.113158608288879,0.225722367987991,0.25,500,1,no,,,FALSE,FALSE,1,0.475102481563706
291,0.0998595267572276,-1.64859750035129,1.96472939098769,-0.599255366632627,-0.535266827007998,-0.839971047336168,0.25959681483638,0.25,500,1,no,,,FALSE,FALSE,1,0.509506442389475
292,0.75301099607093,0.314844940068564,1.96472939098769,0.0838950066096656,-0.15188115544277,0.151017496641365,0.230070585432112,0.25,500,1,no,,,FALSE,FALSE,1,0.47965673708613
293,0.101102306057475,-1.6425680443387,1.96472939098769,-0.115432026126588,-0.496431326036058,-0.857527425230517,0.272551952686542,0.25,500,1,no,,,FALSE,FALSE,1,0.522065084722721
294,0.483638928461739,-0.700985309860331,1.96472939098769,0.0232977260877569,-0.574558536383657,-0.353908535475439,0.254896716066927,0.25,500,1,no,,,FALSE,FALSE,1,0.504872970228084
295,0.193516962349057,1.30200030851807,1.96472939098769,-0.027817528517926,-0.180777120161164,0.664263397613062,0.260290591749367,0.25,500,1,no,,,FALSE,FALSE,1,0.510186820438716
296,0.866040564294597,-0.16877684235814,1.96472939098769,0.0785661649198563,-0.0578983000719698,-0.0858934017545065,0.258996497644296,0.25,500,1,no,,,FALSE,FALSE,1,0.508916985022406
297,0.728968746287888,0.346692165277863,1.96472939098769,-0.0125916638392337,0.0173649355255061,0.179777068991356,0.268893643876015,0.25,500,1,no,,,FALSE,FALSE,1,0.518549557782103
298,0.845983873657703,0.194346242276455,1.96472939098769,0.580521252748936,0.0083001329161102,0.0951714175899449,0.239806406211894,0.25,500,1,no,,,FALSE,FALSE,1,0.489700322862763
299,0.783049952362183,-0.275495074344206,1.96472939098769,0.046616297653046,-0.219683155509706,-0.14443515446778,0.274864178060429,0.25,500,1,no,,,FALSE,FALSE,1,0.524274906952859
300,0.27079553345906,1.10245454657056,1.96472939098769,-0.219812045981683,0.399780274578519,0.555617787648741,0.253998350369496,0.25,500,1,no,,,FALSE,FALSE,1,0.503982490141766
301,0.0646520448597595,1.85175130925851,1.96472939098769,0.0902903968930887,0.149595687869112,0.907434384073693,0.240140351436534,0.25,500,1,no,,,FALSE,FALSE,1,0.490041173205409
302,0.315709295726116,1.00432385898065,1.96472939098769,0.47029133324479,0.172271420968167,0.489811901560375,0.237854354668063,0.25,500,1,no,,,FALSE,FALSE,1,0.487703141950165
303,0.831969539901451,-0.212287362590319,1.96472939098769,-0.114295543104213,0.184347114267148,-0.100270650910727,0.223099905011622,0.25,500,1,no,,,FALSE,FALSE,1,0.472334526592776
304,0.783638087674534,0.274729086950143,1.96472939098769,-0.00902436322035319,0.594116179858553,0.133510683181335,0.236168923955063,0.25,500,1,no,,,FALSE,FALSE,1,0.485972143188335
307,0.344971087508849,-0.945284594200389,1.96472939098769,0.160029289650567,-0.263086195602315,-0.464474613281584,0.241434207847504,0.25,500,1,no,,,FALSE,FALSE,1,0.491359550479589
308,0.858068359645265,0.178926090107648,1.96472939098769,0.393752242757685,-0.00354067395918334,0.0871838236004023,0.237423924855204,0.25,500,1,no,,,FALSE,FALSE,1,0.487261659537465
309,0.176833152535347,-1.35248381351808,1.96472939098769,0.331451900669084,0.169611291432477,-0.645387861645045,0.2277075516048,0.25,500,1,no,,,FALSE,FALSE,1,0.477187124307435
311,0.233875036748464,1.19187947369257,1.96472939098769,0.233530556598939,-0.0644285185543516,0.574500459365763,0.232335770748882,0.25,500,1,no,,,FALSE,FALSE,1,0.482012210165762
312,0.0513857540843063,1.95293616970193,1.96472939098769,1.39041122030454,1.52641418994929,1.0454408330913,0.28656478472656,0.25,500,1,no,,,FALSE,FALSE,1,0.535317461630536
313,0.138884898296762,-1.48232564780264,1.96472939098769,-0.661678465679154,0.351352891377933,-0.688774333837064,0.215906971062155,0.25,500,1,no,,,FALSE,FALSE,1,0.46465790756443
314,0.300453798272028,1.03653682944819,1.96472939098769,0.426613948479567,0.604741122229125,0.515197639353707,0.247046242827418,0.25,500,1,no,,,FALSE,FALSE,1,0.497037466221027
316,0.0828969433504151,1.73760757178983,1.96472939098769,0.77918173991397,0.630135838227385,0.855854298171913,0.242603058297999,0.25,500,1,no,,,FALSE,FALSE,1,0.492547518822295
318,0.662059449992488,0.437332481197118,1.96472939098769,0.0114519459427778,0.748968222908957,0.228082975833705,0.271995847045809,0.25,500,1,no,,,FALSE,FALSE,1,0.521532210937933
319,0.240112081951269,1.17610905620399,1.96472939098769,0.301061781270704,0.435837973983046,0.585459023271679,0.247798012941122,0.25,500,1,no,,,FALSE,FALSE,1,0.497793142722077
320,0.574897711048305,0.56122263610073,1.96472939098769,-0.725932136450353,-0.104651467346706,0.295736649244519,0.277677018250799,0.25,500,1,no,,,FALSE,FALSE,1,0.526950679144452
321,0.675857695807793,0.418368514310618,1.96472939098769,-0.190617861998231,0.300077828866117,0.200612306132409,0.229930802483356,0.25,500,1,no,,,FALSE,FALSE,1,0.479511003506026
322,0.805936517386667,-0.245802075206254,1.96472939098769,-0.189057583302694,-0.156534995232399,-0.122492597138435,0.248341097106177,0.25,500,1,no,,,FALSE,FALSE,1,0.498338335978858
323,0.0000127137890411337,-4.4092173196299,1.96472939098769,-1.24491191123111,-1.47623923343512,-2.15893612817931,0.239748875361809,0.25,500,1,no,,,TRUE,FALSE,1,0.489641578465115
324,0.0864357392746059,-1.71789716993348,1.96472939098769,-0.114344232554603,-0.731785952196384,-0.819949222366118,0.22781356915144,0.25,500,1,no,,,FALSE,FALSE,1,0.477298197305877
327,0.403413291988098,0.836252217436204,1.96472939098769,0.455892814497082,0.0289381949005991,0.398661782121649,0.227266091435366,0.25,500,1,no,,,FALSE,FALSE,1,0.476724334847054
328,0.763821172076507,-0.300630908668271,1.96472939098769,-0.300863000897087,-0.0399486141289466,-0.151711872684508,0.25466653499822,0.25,500,1,no,,,FALSE,FALSE,1,0.504644959350849
330,0.302387776925402,1.0323937923811,1.96472939098769,-0.144698812512279,0.249414745614558,0.515152054763408,0.248988967198661,0.25,500,1,no,,,FALSE,FALSE,1,0.498987942939166
331,0.0526493131576803,-1.94241337353065,1.96472939098769,0.144189048551287,-0.626407395435796,-0.944968158968612,0.236674261717241,0.25,500,1,no,,,FALSE,FALSE,1,0.486491789979277
332,0.23561629905618,1.18744696335558,1.96472939098769,0.470998123831174,0.401880740096295,0.590181930887049,0.24702640349116,0.25,500,1,no,,,FALSE,FALSE,1,0.497017508234025
333,0.253871949744582,-1.14231251556994,1.96472939098769,-0.517184236827292,-0.587652590028478,-0.549093566111998,0.231058973579809,0.25,500,1,no,,,FALSE,FALSE,1,0.48068594069289
334,0.325492129264402,0.984204093687102,1.96472939098769,-0.0576202323442232,0.256269522228743,0.477484032676201,0.235367975626784,0.25,500,1,no,,,FALSE,FALSE,1,0.485147375162212
336,0.826782408545402,-0.218945006171684,1.96472939098769,-0.454428969410124,-0.22687917517888,-0.107792935226174,0.242387661123634,0.25,500,1,no,,,FALSE,FALSE,1,0.492328814029439
337,0.260581146449601,-1.12629709935986,1.96472939098769,-0.300721590284229,-0.557689551711531,-0.57994312426419,0.265133665745756,0.25,500,1,no,,,FALSE,FALSE,1,0.514911318331376
338,0.392811716713275,-0.855270782010041,1.96472939098769,-0.712385986092723,-0.556594629485965,-0.406363556088952,0.225747127442475,0.25,500,1,no,,,FALSE,FALSE,1,0.475128537811059
339,0.507261682439907,-0.663586142815419,1.96472939098769,0.313407786240032,-0.185777172254604,-0.332382531265191,0.25088908347132,0.25,500,1,no,,,FALSE,FALSE,1,0.500888294404371
341,0.352315935547555,-0.930976428940744,1.96472939098769,-0.33778896888923,-0.449603681317329,-0.447614612660089,0.231169823311134,0.25,500,1,no,,,FALSE,FALSE,1,0.480801230563249
342,0.996423948868886,0.00448417650600163,1.96472939098769,0.0988358709731665,0.157362954463228,0.00216627303962217,0.233378579214907,0.25,500,1,no,,,FALSE,FALSE,1,0.483092723206329
343,0.948252354974,0.0649342506641248,1.96472939098769,0.577705743577913,0.053467624734918,0.0335905814343267,0.267600780789292,0.25,500,1,no,,,FALSE,FALSE,1,0.517301440931003
344,0.0229892978446722,-2.28066073316185,1.96472939098769,-0.333414814019584,-0.781441703327025,-1.13012485994462,0.245545221233177,0.25,500,1,no,,,TRUE,FALSE,1,0.495525197374642
345,0.200859586324696,-1.28079800383804,1.96472939098769,0.502734869772363,-0.0405088177794168,-0.625307114349089,0.238355652545706,0.25,500,1,no,,,FALSE,FALSE,1,0.488216808954491
